direction,source,target,prediction,exact_match,source_length,target_length
arabizi_to_arabic,yish7an,يشحن,يشحن,True,7,4
arabizi_to_arabic,qaraaqir,قراقر,قراقر,True,8,5
arabic_to_arabizi,اسأل,2is2al,2is2al,True,4,6
arabizi_to_arabic,minti7il,منتحل,منتحل,True,8,5
arabizi_to_arabic,2ifrukha,إفركها,افرخة,False,8,6
arabizi_to_arabic,2injib,انجب,انجب,True,6,4
arabizi_to_arabic,msakwike,مسكوكة,مسكوكة,True,8,6
arabic_to_arabizi,خرقة,khirqka,kharqa,False,4,7
arabic_to_arabizi,مؤثث,m2aththath,m2assith,False,4,10
arabic_to_arabizi,مقلب,maqlab,mqallib,False,4,6
arabizi_to_arabic,juu3,جوع,جوع,True,4,3
arabizi_to_arabic,yiskut,يسكت,يسكت,True,6,4
arabic_to_arabizi,اعفي,2i3fi,2i3fi,True,4,5
arabizi_to_arabic,sabsib,سبسب,سبسب,True,6,4
arabizi_to_arabic,hayyuuni,هيوني,هيون,False,8,5
arabizi_to_arabic,7aaluuqa,حالوقة,حالوقة,True,8,6
arabic_to_arabizi,تمهيدي,tamhiidi,tamhiid,False,6,8
arabizi_to_arabic,2inma3at,انمعط,انمعط,True,8,5
arabic_to_arabizi,يدرز,yidruz,ydarriz,False,4,6
arabic_to_arabizi,الروح بالروح,2irroo7 birroo7,2ilwar7ab 2il7arawar,False,12,15
arabizi_to_arabic,shammar,شمر,شمر,True,7,3
arabizi_to_arabic,2ittaawal,اتطاول,اتطاول,True,9,6
arabizi_to_arabic,m2alwiz,مقلوز,مؤلوز,False,7,5
arabizi_to_arabic,yinkhimi3,ينخمع,ينخمع,True,9,5
arabic_to_arabizi,أفلام كرتون,2aflaam kartuun,2aflaak mirrtuun,False,11,15
arabic_to_arabizi,محن,mu7un,ma77in,False,3,5
arabic_to_arabizi,اتحاد,2itti7aad,2it7aad,False,5,9
arabizi_to_arabic,samake wudaaykha,سمكة ودايخة,سماك وهدكة,False,16,11
arabic_to_arabizi,يدلهم,ydalhim,ydalhim,True,5,7
arabizi_to_arabic,ta7assuban,تحسبا,تحسبن,False,10,5
arabic_to_arabizi,ناجى,naaja,naaja,True,4,5
arabizi_to_arabic,takattum,تكتم,تكتم,True,8,4
arabizi_to_arabic,ja3lak,جعلك,جعلك,True,6,4
arabizi_to_arabic,qawaafil,قوافل,قوافل,True,8,5
arabic_to_arabizi,لقى,laqa,laqqa,False,3,4
arabizi_to_arabic,ydookin,يدوكن,يدوكن,True,7,5
arabizi_to_arabic,3ilmaaniyye,علمانية,علمانية,True,11,7
arabizi_to_arabic,tajawwul,تجول,تجول,True,8,4
arabic_to_arabizi,أزعج,2az3aj,2az3aj,True,4,6
arabic_to_arabizi,يتفزلك,yitfazlak,yitfazlak,True,6,9
arabizi_to_arabic,2il2aqaarib 3aqaarib,الأقارب عقارب,القار بعرابي,False,20,13
arabic_to_arabizi,رئيسي,ra2iisi,ra2iisi,True,5,7
arabic_to_arabizi,سطل,satil,sattil,False,3,5
arabizi_to_arabic,2inzara3,انزرع,انزرع,True,8,5
arabizi_to_arabic,yhatbil,يهطبل,يهطبل,True,7,5
arabic_to_arabizi,اعرض,2i3rid,2i3rad,False,4,6
arabic_to_arabizi,ستوة,satwe,satwe,True,4,5
arabizi_to_arabic,naati7,ناطح,ناطح,True,6,4
arabic_to_arabizi,قلل,qulal,qallil,False,3,5
arabic_to_arabizi,مدبلج,mdablaj,mdablij,False,5,7
arabic_to_arabizi,فاتح,faati7,faati7,True,4,6
arabizi_to_arabic,7usrummiyye,حصرمية,حصرمية,True,11,6
arabizi_to_arabic,qishi3,قشع,قشع,True,6,3
arabizi_to_arabic,bantaloon,بنطلون,بنطلون,True,9,6
arabic_to_arabizi,يستعفي,yista3fi,yista3fi,True,6,8
arabizi_to_arabic,hal7iin,هالحين,هلحين,False,7,6
arabizi_to_arabic,yhizz,يهز,يهز,True,5,3
arabizi_to_arabic,tza7lat,تزحلط,تزحلط,True,7,5
arabic_to_arabizi,مجاري,majaari,majaari,True,5,7
arabic_to_arabizi,اتناطح,2itnaata7,2itnaata7,True,6,9
arabic_to_arabizi,يصوت,ysawwit,ysawwit,True,4,7
arabizi_to_arabic,mistamli7,مستملح,مستملح,True,9,6
arabic_to_arabizi,مخالفة,mukhaalafe,mkhaalafe,False,6,10
arabizi_to_arabic,saala7,صالح,سلاح,False,6,4
arabizi_to_arabic,nafsan,نفسن,نفسن,True,6,4
arabic_to_arabizi,انغمر,2inghamir,2inghimir,False,5,9
arabic_to_arabizi,ماشي عبيض,maashi 3abeed,maashi 3adabi,False,9,13
arabic_to_arabizi,شوفة,shuufe,shoofe,False,4,6
arabizi_to_arabic,btinqa7 3aleehum karaamithum,بتنقح عليهم كرامتهم,بطنق عمشيت مروخيها,False,28,19
arabizi_to_arabic,min djoorat 2il3asal,من جورة العسل,من جدره العسل,False,20,13
arabizi_to_arabic,dafa,دفا,داف,False,4,3
arabic_to_arabizi,مريق,mrayyik,mrayyiq,False,4,7
arabizi_to_arabic,3awwal,عول,عول,True,6,3
arabic_to_arabizi,انشك,2inshakk,2inshakk,True,4,8
arabic_to_arabizi,شطب,shattib,shatab,False,3,7
arabizi_to_arabic,yutnuj,يطنج,يطنج,True,6,4
arabizi_to_arabic,yin7arim,ينحرم,ينحرم,True,8,5
arabic_to_arabizi,منديل معطر,mandiil mu3attar,mindil ma3rit,False,10,16
arabic_to_arabizi,مادة,maadde,maade,False,4,6
arabizi_to_arabic,qaawa7,قاوح,قاوح,True,6,4
arabic_to_arabizi,مكبرت,mkabrit,mkabrit,True,5,7
arabic_to_arabizi,ألوف مألفة,2uluuf m2allafe,2alfu mafla,False,10,15
arabic_to_arabizi,يطبر,ytabbir,ytabbir,True,4,7
arabizi_to_arabic,2ikhtaar,اختار,اختار,True,8,5
arabic_to_arabizi,اتنطع,2itnatta3,2itnatta3,True,5,9
arabic_to_arabizi,يلادي,ylaadi,ylaadi,True,5,6
arabic_to_arabizi,شواط,shwaat,shawwaat,False,4,6
arabic_to_arabizi,اتحرى,2it7arra,2it7arra,True,5,8
arabizi_to_arabic,2ingharr,انغر,انغر,True,8,4
arabizi_to_arabic,saffi,صفى,سفي,False,5,3
arabizi_to_arabic,2istajiir,استجير,استجير,True,9,6
arabizi_to_arabic,2ultush,الطش,الطش,True,7,4
arabic_to_arabizi,بالي,baali,baali,True,4,5
arabizi_to_arabic,yihbi,يهبي,يهبي,True,5,4
arabizi_to_arabic,mitil 2innuqta filmus7af,مثل النقطة في المصحف,متلف النقص حمل,False,24,20
arabizi_to_arabic,majalle,مجلة,مجلة,True,7,4
arabic_to_arabizi,نبت,nabat,nabbit,False,3,5
arabic_to_arabizi,ينعق,yna33iq,yin3aq,False,4,7
arabic_to_arabizi,تساءل,tsaa2al,tsaa2al,True,5,7
arabic_to_arabizi,قجة,qudjdje,qadjdje,False,3,7
arabic_to_arabizi,نصص,nassis,nassas,False,3,6
arabizi_to_arabic,mujamma3,مجمع,مجمع,True,8,4
arabizi_to_arabic,mfaddil 3araasi min fooq,مفضل عراسي من فوق,ماد دفي على قره منسه,False,24,17
arabic_to_arabizi,نجم,najjim,najjim,True,3,6
arabizi_to_arabic,tbahwagkq,تبهوق,تبهوق,True,9,5
arabic_to_arabizi,شمر,shammir,shammar,False,3,7
arabic_to_arabizi,الطش,2ultush,2iltash,False,4,7
arabizi_to_arabic,nashshit,نشط,نشط,True,8,3
arabizi_to_arabic,7udub,حدب,حضب,False,5,3
arabic_to_arabizi,يحترس,yi7taris,yi7tiris,False,5,8
arabic_to_arabizi,إنحسار,2in7isaar,2in7isaar,True,6,9
arabizi_to_arabic,2asamm,أصم,أسم,False,6,3
arabizi_to_arabic,yitrawwa2,يتروق,يتروأ,False,9,5
arabic_to_arabizi,يختير,ykhatyir,yikhtiir,False,5,8
arabizi_to_arabic,jalla,جلى,جلى,True,5,3
arabizi_to_arabic,yiqsha7,يقشح,يقشح,True,7,4
arabic_to_arabizi,تمادي,tamaadi,tamaadi,True,5,7
arabic_to_arabizi,يربط,yurbut,yrabbit,False,4,6
arabic_to_arabizi,مقدم,muqaddam,mqaddim,False,4,8
arabic_to_arabizi,حلس ملس,7ilis milis,7als msal,False,7,11
arabizi_to_arabic,tatfiish,تطفيش,تطفيش,True,8,5
arabizi_to_arabic,yisruq,يسرق,يسرق,True,6,4
arabic_to_arabizi,سالم,saalim,saalim,True,4,6
arabizi_to_arabic,2itfassa7,اتفسح,اتفصح,False,9,5
arabizi_to_arabic,yitkanfash,يتكنفش,يتكنفش,True,10,6
arabic_to_arabizi,يتورد,yitwarrad,yitwarrad,True,5,9
arabizi_to_arabic,raaqi,راقي,راقي,True,5,4
arabizi_to_arabic,tagga3,طقع,تقاع,False,6,3
arabizi_to_arabic,muruune,مرونة,مرونة,True,7,5
arabizi_to_arabic,yinzaqq,ينزق,ينزق,True,7,4
arabic_to_arabizi,وهارة,wahaara,wahaara,True,5,7
arabizi_to_arabic,sinima,سينما,سنيمة,False,6,5
arabic_to_arabizi,بصة,bassa,basse,False,3,5
arabic_to_arabizi,تدريب,tadriib,tadriib,True,5,7
arabizi_to_arabic,2iddinya zmiita,الدنيا زميطة,ادين زيطمي,False,15,12
arabizi_to_arabic,ywishsh,يوش,يوش,True,7,3
arabic_to_arabizi,يحتفل,yi7tafil,yi7tifil,False,5,8
arabizi_to_arabic,lata3,لطع,لطع,True,5,3
arabic_to_arabizi,كلح,kalli7,kalla7,False,3,6
arabizi_to_arabic,2i7taras,احترس,احترس,True,8,5
arabizi_to_arabic,sooba,صوبة,سوبا,False,5,4
arabic_to_arabizi,جالية,jaalye,jaaliye,False,5,6
arabizi_to_arabic,mrayyi7,مريح,مريح,True,7,4
arabic_to_arabizi,حقير,7aqiir,7aqiir,True,4,6
arabizi_to_arabic,ghataayis,غطايس,غطايس,True,9,5
arabizi_to_arabic,2ikshif,اكشف,اخصف,False,7,4
arabic_to_arabizi,حك,7ikk,7akk,False,2,4
arabic_to_arabizi,يتعبد,yit3abbad,yit3abbad,True,5,9
arabizi_to_arabic,sa3daan,سعدان,سعدان,True,7,5
arabizi_to_arabic,2inshatab,انشطب,انشطب,True,9,5
arabic_to_arabizi,بلهد,balhid,balhad,False,4,6
arabizi_to_arabic,khatiiti braqibtak,خطيتي برقبتك,خطيبة بقر,False,18,12
arabizi_to_arabic,3afikra,عفكرة,عفكرة,True,7,5
arabizi_to_arabic,kahrib,كهرب,خرب,False,6,4
arabic_to_arabizi,دسم,dasam,dassim,False,3,5
arabizi_to_arabic,mnassi7,منصح,منصح,True,7,4
arabic_to_arabizi,اتأدب,2it2addab,2it2addab,True,5,9
arabizi_to_arabic,laflafe,لفلفة,لفلفة,True,7,5
arabizi_to_arabic,daniyye,دنية,دنية,True,7,4
arabizi_to_arabic,7adabe,حدبة,حدابة,False,6,4
arabic_to_arabizi,تحليل,ta7liil,ta7liil,True,5,7
arabizi_to_arabic,yista7mil,يستحمل,يستحمل,True,9,6
arabizi_to_arabic,2inba3at,انبعث,انبعط,False,8,5
arabic_to_arabizi,تطول,2ittawal,twattal,False,4,8
arabic_to_arabizi,يستضيف,yistadiif,yistadfi,False,6,9
arabizi_to_arabic,naqniq,نقنق,نقنق,True,6,4
arabic_to_arabizi,حاضر,7aadar,7aadir,False,4,6
arabic_to_arabizi,يؤثر,y2assir,y2assir,True,4,7
arabic_to_arabizi,اوجز,2uujiz,2uujiz,True,4,6
arabizi_to_arabic,2imma,إما,إمى,False,5,3
arabic_to_arabizi,صندوق,sunduuq,sanduuq,False,5,7
arabizi_to_arabic,2itfashshash,اتفشش,اتفششش,False,12,5
arabic_to_arabizi,أخذ وجه على,2akhad wijih 3ala,2akhad wila 3aja,False,11,17
arabizi_to_arabic,taz3a,طزعة,طزعة,True,5,4
arabizi_to_arabic,3anfasa,عنفصة,عنفسة,False,7,5
arabic_to_arabizi,تجزع,tjazza3,tjazza3,True,4,7
arabic_to_arabizi,الغريق بيتعلق بقشة,2ilghariiq byit3allaq biqashshe,2ilghariq bishaqa3at biile,False,18,31
arabizi_to_arabic,tarraz,طرز,ترز,False,6,3
arabizi_to_arabic,jam3iyye,جمعية,جمعية,True,8,5
arabizi_to_arabic,dalba3,دلبع,دلبع,True,6,4
arabic_to_arabizi,يدور,yidwir,ydawwir,False,4,6
arabic_to_arabizi,اتآلف,2it2aalaf,2it2aalaf,True,5,9
arabizi_to_arabic,2ibin 3izz,ابن عز,ابن عز,True,10,6
arabic_to_arabizi,اورط,2uurat,2uurat,True,4,6
arabic_to_arabizi,عبك,3abatsh,3abbik,False,3,7
arabic_to_arabizi,اتعنكش,2it3ankash,2it3ankash,True,6,10
arabizi_to_arabic,2i3tazil,اعتزل,اعتزل,True,8,5
arabic_to_arabizi,كلكع,kalka3,kalki3,False,4,6
arabizi_to_arabic,2alla wismalla,الله واسم الله,أله والمسل,False,14,14
arabic_to_arabizi,تلفون,talafoon,tlafwan,False,5,8
arabizi_to_arabic,tooq,طوق,طوق,True,4,3
arabizi_to_arabic,yfaqqis,يفقس,يفقس,True,7,4
arabizi_to_arabic,shakhsi,شخصي,شخصي,True,7,4
arabizi_to_arabic,yit3ajraf,يتعجرف,يتعجرف,True,9,6
arabizi_to_arabic,msaybin,مسيبن,مسيبن,True,7,5
arabic_to_arabizi,دكتور,duktuur,daktuur,False,5,7
arabic_to_arabizi,مغري,mughri,mugharri,False,4,6
arabizi_to_arabic,3ilim,علم,علم,True,5,3
arabizi_to_arabic,2itsharnaq,اتشرنق,اتشرنق,True,10,6
arabic_to_arabizi,شبيه,shabiih,shabiih,True,4,7
arabizi_to_arabic,mu3addal,معدل,معدل,True,8,4
arabic_to_arabizi,يتعمق,yit3ammaq,yit3ammaq,True,5,9
arabic_to_arabizi,يبكش,ybakkish,ybakkish,True,4,8
arabizi_to_arabic,7arrik,حرك,حرك,True,6,3
arabizi_to_arabic,2indabb,اندب,اندب,True,7,4
arabizi_to_arabic,b7ood na3na3,بحوض نعنع,حبد عنه,False,12,9
arabic_to_arabizi,يعمد,y3ammid,y3ammid,True,4,7
arabizi_to_arabic,2i3taraf bi3admit lsaano,اعترف بعظمة لسانه,اعترف بتدنه مسلع,False,24,17
arabic_to_arabizi,قشبر,qkashbir,qkashbar,False,4,8
arabic_to_arabizi,يرتاح,yirtaa7,yirtaa7,True,5,7
arabizi_to_arabic,wijho baarid,وجهه بارد,وجهههه برد,False,12,9
arabizi_to_arabic,yinja7,ينجح,ينجح,True,6,4
arabizi_to_arabic,tafaarii3,تفاريع,تفاريع,True,9,6
arabizi_to_arabic,2istamadd,استمد,استمد,True,9,5
arabizi_to_arabic,mtallam,متلم,متلم,True,7,4
arabizi_to_arabic,wasaakha,وساخة,وساخة,True,8,5
arabic_to_arabizi,فطين,fatiin,fatiin,True,4,6
arabic_to_arabizi,صيع,sayya3,sii3,False,3,6
arabic_to_arabizi,هجومي,hujuumi,hoojimi,False,5,7
arabizi_to_arabic,yiqrid,يقرض,يقرد,False,6,4
arabic_to_arabizi,ودنين القطط,wadaneen 2il2utat,wadani tiqil,False,11,17
arabizi_to_arabic,qadd 7aalo,قد حاله,قد حاله,True,10,7
arabic_to_arabizi,أرض بعل,2ard ba3il,2ard bil3a,False,7,10
arabic_to_arabizi,صيري,siiri,siiri,True,4,5
arabizi_to_arabic,madaafin,مدافن,مدافن,True,8,5
arabic_to_arabizi,إبن بيرو,2ibin biiro,2ibin birwi,False,8,11
arabizi_to_arabic,zimiq,زمق,زمق,True,5,3
arabizi_to_arabic,yinzamm,ينذم,ينزم,False,7,4
arabic_to_arabizi,مفهي,mfahhi,mfahhi,True,4,6
arabic_to_arabizi,افلق,2ifluq,2ifliq,False,4,6
arabic_to_arabizi,زاحف,zaa7if,zaa7if,True,4,6
arabizi_to_arabic,2itnaafa,اتنافى,اتنافى,True,8,6
arabizi_to_arabic,yjaahir,يجاهر,يجاهر,True,7,5
arabizi_to_arabic,qa3quurka3kuur,قعقور,قعقورة,False,14,5
arabizi_to_arabic,ghalwe,غلوة,غلوة,True,6,4
arabizi_to_arabic,shayyal,شيل,شيل,True,7,3
arabizi_to_arabic,sa77aara,سحارة,سحارة,True,8,5
arabizi_to_arabic,makhaabi,مخابي,مخابي,True,8,5
arabic_to_arabizi,شناط,shnaat,shanaat,False,4,6
arabic_to_arabizi,سدور,sduur,sduur,True,4,5
arabizi_to_arabic,yistahlik,يستهلك,يستهلك,True,9,6
arabic_to_arabizi,بعدين,ba3deen,b3adiin,False,5,7
arabizi_to_arabic,2iddabba7,اتذبح,تدبح,False,9,5
arabizi_to_arabic,khamiil,خميل,خميل,True,7,4
arabizi_to_arabic,tghazza,تغذى,تغزى,False,7,4
arabic_to_arabizi,أسقام,2asqaam,2asqaam,True,5,7
arabic_to_arabizi,يتكركز,yitkarkaz,yitkarkaz,True,6,9
arabic_to_arabizi,لسع,lasa3,salli3,False,3,5
arabic_to_arabizi,مجبور,majbuur,majbuur,True,5,7
arabizi_to_arabic,2abu surra,أبو صرة,أبو رص,False,10,7
arabic_to_arabizi,مفتح,mfatti7,mfatti7,True,4,7
arabic_to_arabizi,سلاسل,salaasil,salaasil,True,5,8
arabizi_to_arabic,mifkir,مفكر,مفكر,True,6,4
arabic_to_arabizi,يتجفف,yitjaffaf,yitjaffaf,True,5,9
arabic_to_arabizi,أخو أخته,2akho 2ukhto,2akhkhu to,False,8,12
arabizi_to_arabic,qaat,قات,قاط,False,4,3
arabizi_to_arabic,2il7im,الحم,الحم,True,6,4
arabic_to_arabizi,افهق,2ifhaq,2ifhaq,True,4,6
arabic_to_arabizi,بهيم,bhiim,bhiim,True,4,5
arabic_to_arabizi,بصر,bassir,bassar,False,3,6
arabic_to_arabizi,استرضي,2istardi,2istardi,True,6,8
arabic_to_arabizi,ريح دماغه,rayya7 dmaagho,rii7id maagha,False,9,14
arabizi_to_arabic,tsayyad,اتصيد,تسيد,False,7,5
arabizi_to_arabic,jukhkh,جخ,جخ,True,6,2
arabic_to_arabizi,مقادسة,maqaadse,mqaadase,False,6,8
arabic_to_arabizi,يقيقس,yqeeqisykeekis,yqayqisyyiska2,False,5,14
arabic_to_arabizi,يفرح,yfarri7,yfarri7,True,4,7
arabic_to_arabizi,يقلي,yiqli,yqalli,False,4,5
arabizi_to_arabic,2unghuz,انغز,انغز,True,7,4
arabic_to_arabizi,صحة وعافية,si77a wu3aafye,sa7uu3 3afye,False,10,14
arabizi_to_arabic,2istasiigh,استسيغ,استصيغ,False,10,6
arabizi_to_arabic,yitla3,يطلع,يطلع,True,6,4
arabic_to_arabizi,يشخل,yishkhul,yshakhkhil,False,4,8
arabic_to_arabizi,علة,3ille,3alle,False,3,5
arabizi_to_arabic,2atraak,أتراك,أتراك,True,7,5
arabic_to_arabizi,يتحنص,yit7annas,yit7annas,True,5,9
arabizi_to_arabic,2intikish,انتكش,انتكش,True,9,5
arabic_to_arabizi,ارجف,2irjuf,2irjif,False,4,6
arabic_to_arabizi,دقماق,diqmaaq,daqmaaq,False,5,7
arabic_to_arabizi,يوصل,ywassil,ywassil,True,4,7
arabizi_to_arabic,tamm,تم,طم,False,4,2
arabic_to_arabizi,كمر بند,kamir band,kamar badan,False,7,10
arabizi_to_arabic,hill,هل,هل,True,4,2
arabic_to_arabizi,تبل,tabbal,tabbal,True,3,6
arabic_to_arabizi,ينلسع,yinlisi3,yinlisi3,True,5,8
arabizi_to_arabic,satal,سطل,سطل,True,5,3
arabic_to_arabizi,اتصرف,2itsarraf,2itsarraf,True,5,9
arabic_to_arabizi,مكلف,mkallif,mkallif,True,4,7
arabic_to_arabizi,حسحسة,7as7ase,7as7ase,True,5,7
arabizi_to_arabic,sadaaqa,صداقة,سداقة,False,7,5
arabizi_to_arabic,2imtahan,امتهن,امتهن,True,8,5
arabic_to_arabizi,ينظف,yindaf,ynaddif,False,4,6
arabic_to_arabizi,سخطة,sakhata,sakhta,False,4,7
arabic_to_arabizi,ينذاق,yindaaq,yindaaq,True,5,7
arabic_to_arabizi,ينهزم,yinhizim,yinhizim,True,5,8
arabic_to_arabizi,أكثر,2akthar,2aktar,False,4,7
arabizi_to_arabic,2itqawwal,اتقول,اتقول,True,9,5
arabizi_to_arabic,laghmas,لغمص,لغمس,False,7,4
arabic_to_arabizi,اشلع,2ishla3,2ishla3,True,4,7
arabizi_to_arabic,kalaasiin,كلاسين,كلاسين,True,9,6
arabizi_to_arabic,yinjibid,ينجبد,ينجبد,True,8,5
arabic_to_arabizi,فك,fakk,fakk,True,2,4
arabizi_to_arabic,2ijri,اجري,إجري,False,5,4
arabizi_to_arabic,subb,صب,صب,True,4,2
arabic_to_arabizi,سجن,sijin,sajjin,False,3,5
arabizi_to_arabic,maniyye,منية,منية,True,7,4
arabizi_to_arabic,hnaabe,هنابة,هنابة,True,6,5
arabizi_to_arabic,faa2id,فائض,فائد,False,6,4
arabic_to_arabizi,اتدلدل,2iddaldal,2iddaldal,True,6,9
arabizi_to_arabic,2it2aamar,اتآمر,اتأمر,False,9,5
arabizi_to_arabic,msaahara,مصاهرة,مساهر,False,8,6
arabic_to_arabizi,حاول,7aawil,7aawil,True,4,6
arabizi_to_arabic,2in7af,انحف,انحف,True,6,4
arabizi_to_arabic,qaba3,قبع,قبع,True,5,3
arabic_to_arabizi,اعدم,2i3dam,2i3dim,False,4,6
arabic_to_arabizi,دورة الحرامي,doorit 2il7araami,doorit 2il7amariyya,False,12,17
arabizi_to_arabic,mu2aakhaa,مآخاة,مؤاخة,False,9,5
arabic_to_arabizi,خوص,khuwas,khoos,False,3,6
arabic_to_arabizi,تقدير,taqdiir,taqdiir,True,5,7
arabic_to_arabizi,اتشارك,2itshaarak,2itshaarak,True,6,10
arabizi_to_arabic,mafhuum,مفهوم,مفهوم,True,7,5
arabic_to_arabizi,منافس,manaafis,manaafis,True,5,8
arabizi_to_arabic,2istir7aam,استرحام,استرحم,False,10,7
arabizi_to_arabic,yitjannab,يتجنب,يتجنب,True,9,5
arabizi_to_arabic,2intimaa2,انتماء,انتماء,True,9,6
arabic_to_arabizi,انغفر,2inghifir,2inghifir,True,5,9
arabic_to_arabizi,تراتيل,taraatiil,taraatiil,True,6,9
arabizi_to_arabic,mamaasi7,مماسح,مماسح,True,8,5
arabizi_to_arabic,da7ar,دحر,دحر,True,5,3
arabizi_to_arabic,fashshaq,فشق,فشق,True,8,3
arabizi_to_arabic,masyade,مصيدة,مسادية,False,7,5
arabic_to_arabizi,يقدر,yiqdar,yqaddir,False,4,6
arabic_to_arabizi,اتفعكش,2itfa3kash,2itfa3kash,True,6,10
arabizi_to_arabic,farat min 2iddu7uk,فرط من الضحك,فرة من الدحك,False,18,12
arabic_to_arabizi,احتقر,2i7taqir,2i7tiqir,False,5,8
arabic_to_arabizi,اتشنخر,2itshankhar,2itshankhar,True,6,11
arabic_to_arabizi,عجب,3ajjab,3ajjib,False,3,6
arabic_to_arabizi,ميع,mii3,mayyi3,False,3,4
arabizi_to_arabic,2utbukh,اطبخ,اطبخ,True,7,4
arabic_to_arabizi,ئن,2inn,na22,False,2,4
arabizi_to_arabic,ytammin,يطمن,يطمن,True,7,4
arabic_to_arabizi,صابر,saabir,saabir,True,4,6
arabizi_to_arabic,nahar,نهر,نهر,True,5,3
arabic_to_arabizi,بياخة,bayaakha,bikhaaye,False,5,8
arabizi_to_arabic,2istalbas,استلبس,استلبس,True,9,6
arabizi_to_arabic,2i3til,اعتل,اعتل,True,6,4
arabic_to_arabizi,مكابرة,mkaabara,mkaabara,True,6,8
arabizi_to_arabic,yitnaqqas,يتنقص,يتنقص,True,9,5
arabic_to_arabizi,اشفق,2ishfaq,2ishfuq,False,4,7
arabic_to_arabizi,يقرض,yiqrid,yqarrid,False,4,6
arabic_to_arabizi,استهتار,2istihtaar,2istihtaar,True,7,10
arabic_to_arabizi,ادرج,2idruj,2idruj,True,4,6
arabic_to_arabizi,استعمل,2ista3mal,2ista3mal,True,6,9
arabic_to_arabizi,قوقز,kookaz,qookiz,False,4,6
arabizi_to_arabic,2andaal,أنذال,أندال,False,7,5
arabizi_to_arabic,ramadaan,رمضان,رمادن,False,8,5
arabic_to_arabizi,فشة خلق,fashshit khuluq,fashkhit laqa,False,7,15
arabic_to_arabizi,تدريج,tadriij,tadriij,True,5,7
arabic_to_arabizi,دعارة,da3aara,da33aara,False,5,7
arabic_to_arabizi,يلف ويدور,yliff wiyduur,ylaffi widdir,False,9,13
arabic_to_arabizi,شربة,shirbe,sharbe,False,4,6
arabic_to_arabizi,سيئات,sayyi2aat,sii2aat,False,5,9
arabic_to_arabizi,كوخ,kuukh,khookh,False,3,5
arabic_to_arabizi,مقاطعة,muqaata3a,mqaata3a,False,6,9
arabic_to_arabizi,حفتلة,7aftale,7aftale,True,5,7
arabic_to_arabizi,يدين,ydiin,ydayyin,False,4,5
arabizi_to_arabic,3abba raaso,عبى راس,عب راسه,False,11,7
arabizi_to_arabic,fraariyye,فرارية,رفرية,False,9,6
arabic_to_arabizi,بحت,ba7t,ba77it,False,3,4
arabizi_to_arabic,2istighaathe,إستغاثة,استغاثة,False,12,7
arabic_to_arabizi,اتغمس,2itghammas,2itghammas,True,5,10
arabizi_to_arabic,7iris,حرص,حرس,False,5,3
arabic_to_arabizi,يحيف,y7ayyif,y7ayyif,True,4,7
arabizi_to_arabic,3afkuush,عفكوش,عفكوش,True,8,5
arabizi_to_arabic,waqqaf 3araaso,وقف عراسه,وقع فاسه راس,False,14,9
arabic_to_arabizi,قيلل,qaylil,qaylil,True,4,6
arabic_to_arabizi,أهدى,2ahda,2ahda,True,4,5
arabizi_to_arabic,rawaayis,روايس,روايس,True,8,5
arabizi_to_arabic,khamad,خمد,خمد,True,6,3
arabizi_to_arabic,2istazka,استزكى,استكذ,False,8,6
arabizi_to_arabic,2it3arkas,اتعركس,اتعركس,True,9,6
arabizi_to_arabic,yitshardaq,يتشردق,يتشردق,True,10,6
arabizi_to_arabic,sakat,سكت,سكت,True,5,3
arabizi_to_arabic,yisfa,يصفى,يسفى,False,5,4
arabic_to_arabizi,دحبر,da7bar,da7bar,True,4,6
arabic_to_arabizi,سقية,sqiyye,sqiyye,True,4,6
arabizi_to_arabic,daffe,ضفة,دفة,False,5,3
arabic_to_arabizi,خورف,khoorif,khoorif,True,4,7
arabizi_to_arabic,7aaf,حاف,حاف,True,4,3
arabizi_to_arabic,sharaashiib,شراشيب,شرابيش,False,11,6
arabizi_to_arabic,3anwin,عنون,عنون,True,6,4
arabizi_to_arabic,2itsalbad,اتسلبد,اتسلبد,True,9,6
arabizi_to_arabic,yitkhawwash,يتخوش,يتخوش,True,11,5
arabizi_to_arabic,nasif,نسف,نصف,False,5,3
arabic_to_arabizi,لاوي بوزه,laawi buuzo,laawi bizo,False,9,11
arabizi_to_arabic,2itghandar,اتغندر,اتغندر,True,10,6
arabizi_to_arabic,jaalye,جالية,جالية,True,6,5
arabizi_to_arabic,shaayit,شايط,شايط,True,7,4
arabic_to_arabizi,ينشر,ynashshir,yinshir,False,4,9
arabic_to_arabizi,اعدي,2i3di,2i3di,True,4,5
arabic_to_arabizi,سهر,sahar,sahhir,False,3,5
arabic_to_arabizi,قطب,qattib,qattab,False,3,6
arabic_to_arabizi,هيلمجي,heelamji,haylamji,False,6,8
arabizi_to_arabic,min nasj 2ilkhayaal,من نسج الخيال,من جن السخيل,False,19,13
arabizi_to_arabic,tnaswan,تنسون,تنسون,True,7,5
arabic_to_arabizi,يكل,ykill,ykill,True,3,5
arabic_to_arabizi,يقاهر,yqaahir,yqaahir,True,5,7
arabizi_to_arabic,ghassab,غصب,غصب,True,7,3
arabic_to_arabizi,يآنس,y2aanis,y2aanis,True,4,7
arabic_to_arabizi,يباعد,ybaa3id,ybaa3id,True,5,7
