source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
نتف,nataf,nattif,False,3,5,0-9,0-9,arabic_stripped
وجه المخدة,wijih 2ilimkhadde,wijho malaade,False,10,17,10-19,10-19,arabic_stripped
انهي,2inhi,2inhi,True,4,5,0-9,0-9,arabic_stripped
دلال,dalaal,dallaal,False,4,6,0-9,0-9,arabic_stripped
عجروم,3ajruum,dja3ruum,False,5,7,0-9,0-9,arabic_stripped
محذوف,ma7zuuf,ma7zuuf,True,5,7,0-9,0-9,arabic_stripped
مهرجل,mhargil,mhargil,True,5,7,0-9,0-9,arabic_stripped
مخول,mukhawwal,makhwil,False,4,9,0-9,0-9,arabic_stripped
اولف,2uulif,2uulif,True,4,6,0-9,0-9,arabic_stripped
سيئ,sii2,sii2,True,3,4,0-9,0-9,arabic_stripped
جلوة,jalwe,jluule,False,4,5,0-9,0-9,arabic_stripped
السنة ورا الباب,2issane wara 2ilbaab,2ilsane wirab 2ilbaara,False,15,20,10-19,20-29,arabic_stripped
رجاء,rajaa2,rijaa2,False,4,6,0-9,0-9,arabic_stripped
محجب,m7ajjab,m7ajjib,False,4,7,0-9,0-9,arabic_stripped
يجردم,yjardim,yjardim,True,5,7,0-9,0-9,arabic_stripped
استحمال,2isti7maal,2isti7maal,True,7,10,0-9,10-19,arabic_stripped
تفتحش علي باب,tifta7ish 3alay baab,taffa7 sha3ti balabeeb,False,13,20,10-19,20-29,arabic_stripped
داوم,daawam,daawim,False,4,6,0-9,0-9,arabic_stripped
ينفس,ynaffis,ynaffis,True,4,7,0-9,0-9,arabic_stripped
شايب,shaayib,shaayib,True,4,7,0-9,0-9,arabic_stripped
استمر,2istamar,2istamarr,False,5,8,0-9,0-9,arabic_stripped
خص,khuss,khass,False,2,5,0-9,0-9,arabic_stripped
أزعم,2az3am,2az3am,True,4,6,0-9,0-9,arabic_stripped
تقاوى,tqaawa,tqaawa,True,5,6,0-9,0-9,arabic_stripped
منظور,manzuur,manzuur,True,5,7,0-9,0-9,arabic_stripped
استرحام,2istir7aam,2istir7aam,True,7,10,0-9,10-19,arabic_stripped
ضعضع,da3di3,da3da3,False,4,6,0-9,0-9,arabic_stripped
ممعوص,mam3uus,mam3uus,True,5,7,0-9,0-9,arabic_stripped
حكم الهدهد,7ukmil hudhud,7akam 2iddo,False,10,13,10-19,10-19,arabic_stripped
انهمض,2inhamid,2inhadam,False,5,8,0-9,0-9,arabic_stripped
أفعال,2af3aal,2af3aal,True,5,7,0-9,0-9,arabic_stripped
نام على غمره,naam 3ala ghimro,naam 3ala ghammaro,False,12,16,10-19,10-19,arabic_stripped
لوش,lawwish,lawwish,True,3,7,0-9,0-9,arabic_stripped
جمل,jumal,jammil,False,3,5,0-9,0-9,arabic_stripped
عمى ضوه,3ama dawwo,3ama wuda,False,7,10,0-9,10-19,arabic_stripped
غرضه مش شريف,gharado mush shariif,gharafo mshari,False,12,20,10-19,20-29,arabic_stripped
خرابيش جاج,kharaabiish jaaj,kharaabi shaj,False,10,16,10-19,10-19,arabic_stripped
كايد,kaayid,kaayid,True,4,6,0-9,0-9,arabic_stripped
يتدسكر,yiddaskar,yiddaskar,True,6,9,0-9,0-9,arabic_stripped
كحوش,ka7wish,ka7wish,True,4,7,0-9,0-9,arabic_stripped
فوش,fuush,fawwish,False,3,5,0-9,0-9,arabic_stripped
كنز,kanaz,kanniz,False,3,5,0-9,0-9,arabic_stripped
تشليخ,tashliikh,tashliikh,True,5,9,0-9,0-9,arabic_stripped
يترغل,ytarghil,yitraghghal,False,5,8,0-9,0-9,arabic_stripped
مرنخ,2imrannakh,mrannikh,False,4,10,0-9,10-19,arabic_stripped
شحط,sha77at,sha77it,False,3,7,0-9,0-9,arabic_stripped
صفرا,safra,safra,True,4,5,0-9,0-9,arabic_stripped
يتمطط,yitmattat,yitmattat,True,5,9,0-9,0-9,arabic_stripped
ضعفاء,du3afaa2,du3afaa2,True,5,8,0-9,0-9,arabic_stripped
كخ,kikhkh,kakhkh,False,2,6,0-9,0-9,arabic_stripped
تلاميذ,talaamiiz,talaamiiz,True,6,9,0-9,0-9,arabic_stripped
مشلطف,mshaltif,mshaltif,True,5,8,0-9,0-9,arabic_stripped
أخت,2ukhut,2akhkhit,False,3,6,0-9,0-9,arabic_stripped
يتفكهن,yitfakhan,yitfakhan,True,6,9,0-9,0-9,arabic_stripped
نهب,nahib,nahhab,False,3,5,0-9,0-9,arabic_stripped
خبر,khabbar,khabbir,False,3,7,0-9,0-9,arabic_stripped
ونجق,wanjiq,wanjaq,False,4,6,0-9,0-9,arabic_stripped
نفض,nafid,naffid,False,3,5,0-9,0-9,arabic_stripped
دنس,dannis,dannis,True,3,6,0-9,0-9,arabic_stripped
مرتب,mrattab,mrattib,False,4,7,0-9,0-9,arabic_stripped
شواط,shwaat,shawwaat,False,4,6,0-9,0-9,arabic_stripped
لولب,loolab,loolab,True,4,6,0-9,0-9,arabic_stripped
توغوش,twaghwash,twaghwash,True,5,9,0-9,0-9,arabic_stripped
فقس,faqis,faqqis,False,3,5,0-9,0-9,arabic_stripped
فوت,fuut,fawwit,False,3,4,0-9,0-9,arabic_stripped
تشريح,tashrii7,tashrii7,True,5,8,0-9,0-9,arabic_stripped
ينفرم,yinfirim,yinfirim,True,5,8,0-9,0-9,arabic_stripped
أوفياء,2awfiyaa2,2awfiyaa2,True,6,9,0-9,0-9,arabic_stripped
انسفق,2insafiq,2insafaq,False,5,8,0-9,0-9,arabic_stripped
حريم,7rayyim,7ariim,False,4,7,0-9,0-9,arabic_stripped
يغلف,yghallif,yghallif,True,4,8,0-9,0-9,arabic_stripped
زرزر,zarzirr,zarzar,False,4,7,0-9,0-9,arabic_stripped
قزايز,qazaayiz,qazaayiz,True,5,8,0-9,0-9,arabic_stripped
استحلف,2ista7laf,2ista7lif,False,6,9,0-9,0-9,arabic_stripped
خيل,kheel,khayyil,False,3,5,0-9,0-9,arabic_stripped
قرقر,qarqar,qarqirkarkar,False,4,6,0-9,0-9,arabic_stripped
تطوع,2ittawwa3,tatwa3,False,4,9,0-9,0-9,arabic_stripped
يفلفل,yfalfil,yfalfil,True,5,7,0-9,0-9,arabic_stripped
اتجرجر,2itjarjar,2itjarjar,True,6,9,0-9,0-9,arabic_stripped
احوي,2i7wi,2i7wi,True,4,5,0-9,0-9,arabic_stripped
منوي,manawi,mnawwi,False,4,6,0-9,0-9,arabic_stripped
عنبة,3inbe,3anbe,False,4,5,0-9,0-9,arabic_stripped
فعل,fa33al,fa33il,False,3,6,0-9,0-9,arabic_stripped
ازعط,2iz3at,2iz3at,True,4,6,0-9,0-9,arabic_stripped
هيم,hiim,hayyim,False,3,4,0-9,0-9,arabic_stripped
تسرمج,tsarmadj,tsarmaj,False,5,8,0-9,0-9,arabic_stripped
احتاج,2i7taaj,2i7taaj,True,5,7,0-9,0-9,arabic_stripped
كاهن,kaahin,kaahin,True,4,6,0-9,0-9,arabic_stripped
يتلقن,yitlaqqan,yitlaqqan,True,5,9,0-9,0-9,arabic_stripped
محيي,m7ayyi,m7ayyi,True,4,6,0-9,0-9,arabic_stripped
تحضر,t7addar,t7addar,True,4,7,0-9,0-9,arabic_stripped
سجد,sajad,sajjid,False,3,5,0-9,0-9,arabic_stripped
اتدخمس,2iddakhmas,2iddakhmas,True,6,10,0-9,10-19,arabic_stripped
يغفى,yighfa,yighfa,True,4,6,0-9,0-9,arabic_stripped
اتلاشى,2itlaasha,2itlaasha,True,6,9,0-9,0-9,arabic_stripped
اتجند,2itjannad,2itjannad,True,5,9,0-9,0-9,arabic_stripped
قرنبيط,qarnabiit,qaranbiit,False,6,9,0-9,0-9,arabic_stripped
ساحل,saa7il,saa7il,True,4,6,0-9,0-9,arabic_stripped
اتكمكر,2itshamtshar,2itkamkar,False,6,12,0-9,10-19,arabic_stripped
شمام,shummaam,shammaam,False,4,8,0-9,0-9,arabic_stripped
اكمر,2ukmur,2ikmar,False,4,6,0-9,0-9,arabic_stripped
قنش,qkannash,qannish,False,3,8,0-9,0-9,arabic_stripped
خلال,khilaal,khallaal,False,4,7,0-9,0-9,arabic_stripped
أركن,2arkan,2arkan,True,4,6,0-9,0-9,arabic_stripped
لادد,laadid,laadid,True,4,6,0-9,0-9,arabic_stripped
اركن,2irkun,2irkun,True,4,6,0-9,0-9,arabic_stripped
يشاور,yshaawir,yshaawir,True,5,8,0-9,0-9,arabic_stripped
غلبة,ghalabe,ghalbe,False,4,7,0-9,0-9,arabic_stripped
هفهفة,hafhafe,hafhafe,True,5,7,0-9,0-9,arabic_stripped
جو,jaww,juw,False,2,4,0-9,0-9,arabic_stripped
براطش,baraatish,baraatish,True,5,9,0-9,0-9,arabic_stripped
لآخر نفس,la2aakhir nafas,laakh rifis,False,8,15,0-9,10-19,arabic_stripped
انكسح,2inkisi7,2inkisi7,True,5,8,0-9,0-9,arabic_stripped
منحل,mun7all,mna77il,False,4,7,0-9,0-9,arabic_stripped
لوج,looj,lawwaj,False,3,4,0-9,0-9,arabic_stripped
فرق,farraq,farriq,False,3,6,0-9,0-9,arabic_stripped
زابن,zaabin,zaabin,True,4,6,0-9,0-9,arabic_stripped
مقتنع,miqtini3,mqatni3,False,5,8,0-9,0-9,arabic_stripped
يهدد ويرعد,yhaddid wuyir3id,yiddo wudiir,False,10,16,10-19,10-19,arabic_stripped
اسهال,2ishaal,2ishaal,True,5,7,0-9,0-9,arabic_stripped
فراشة,faraasha,faraashe,False,5,8,0-9,0-9,arabic_stripped
نظائر,nadhaa2ir,nazaa2ir,False,5,9,0-9,0-9,arabic_stripped
يتلقح,yitlaqqa7,yitlaqqa7,True,5,9,0-9,0-9,arabic_stripped
متدرب,middarib,middarrib,False,5,8,0-9,0-9,arabic_stripped
طبخة,tabkha,tabkha,True,4,6,0-9,0-9,arabic_stripped
ينفر,ynaffir,yinfur,False,4,7,0-9,0-9,arabic_stripped
زراق,zaraaq,zraaq,False,4,6,0-9,0-9,arabic_stripped
تدروش,2iddarwash,2iddarwash,True,5,10,0-9,10-19,arabic_stripped
ينلسع,yinlisi3,yinlisi3,True,5,8,0-9,0-9,arabic_stripped
فهقة,fahqa,fahqa,True,4,5,0-9,0-9,arabic_stripped
جوارير,jawaariir,jawaariir,True,6,9,0-9,0-9,arabic_stripped
كذا,kaza,kaza,True,3,4,0-9,0-9,arabic_stripped
تبزلط,tbazlat,tbazlat,True,5,7,0-9,0-9,arabic_stripped
جردم,jardim,jardam,False,4,6,0-9,0-9,arabic_stripped
ضيقة,diiqadii2a,diiqa,False,4,10,0-9,10-19,arabic_stripped
قلبي قامصني,qalbi qaamisni,qalbi qaaniis,False,11,14,10-19,10-19,arabic_stripped
انتعش,2inta3ash,2inta3ash,True,5,9,0-9,0-9,arabic_stripped
مخشب,mkhashshib,mkhashshib,True,4,10,0-9,10-19,arabic_stripped
جلباطو,djulbaatuu,jalbaato,False,6,10,0-9,10-19,arabic_stripped
كذب,kazzabkadhdhab,kazab,False,3,14,0-9,10-19,arabic_stripped
بعبع,ba3ba3,ba3ba3,True,4,6,0-9,0-9,arabic_stripped
ماسح,maasi7,maasi7,True,4,6,0-9,0-9,arabic_stripped
اكبر,2ikbar,2ikbir,False,4,6,0-9,0-9,arabic_stripped
أنا أمير وانت أمير ومين سواق الحمير,2ana 2amiir winta 2amiir wumiin sawwaaq 2il7amiir,2ana min 2il2arwa maqiir wusa min 2a7aaat,False,35,49,30-39,40-49,arabic_stripped
يتعرقص,yit3arqas,yit3arqas,True,6,9,0-9,0-9,arabic_stripped
مكايدة,mkaayade,mkaayade,True,6,8,0-9,0-9,arabic_stripped
حور,7awwir,7awwar,False,3,6,0-9,0-9,arabic_stripped
غفور,ghafuur,ghaffuur,False,4,7,0-9,0-9,arabic_stripped
اتخصص,2itkhassas,2itkhassas,True,5,10,0-9,10-19,arabic_stripped
حسبن,7asban,7asban,True,4,6,0-9,0-9,arabic_stripped
اصلب,2uslub,2uslub,True,4,6,0-9,0-9,arabic_stripped
ينجغم,yinjighim,yinjighim,True,5,9,0-9,0-9,arabic_stripped
مخلط,mkhallat,mkhallit,False,4,8,0-9,0-9,arabic_stripped
مكمكر,mtshamtshar,mkamkir,False,5,11,0-9,10-19,arabic_stripped
برتقال أبو سرة,burtuqaal 2abu surra,bart 2ilqaruuse,False,14,20,10-19,20-29,arabic_stripped
اتوكل,2itwakkal,2itwakkal,True,5,9,0-9,0-9,arabic_stripped
سعو,sa3aw,sa3w,False,3,5,0-9,0-9,arabic_stripped
هيل,hiil,hayyil,False,3,4,0-9,0-9,arabic_stripped
انتسى,2intasa,2intasa,True,5,7,0-9,0-9,arabic_stripped
مشط عظم,mushut 3adim,misht 3adam,False,7,12,0-9,10-19,arabic_stripped
وردة,warde,warde,True,4,5,0-9,0-9,arabic_stripped
وضح,waddi7,waddi7,True,3,6,0-9,0-9,arabic_stripped
عينيه بيقدحن عليه,3inee biqda7in 3alee,3eeno biqal 3adiino,False,17,20,10-19,20-29,arabic_stripped
اشطب,2ishtub,2ushtub,False,4,7,0-9,0-9,arabic_stripped
يليق,yliiq,ylayyiq,False,4,5,0-9,0-9,arabic_stripped
انفرض,2infirid,2infarad,False,5,8,0-9,0-9,arabic_stripped
شاعوب,shaa3uub,shaa3uub,True,5,8,0-9,0-9,arabic_stripped
يسف,ysiff,ysiff,True,3,5,0-9,0-9,arabic_stripped
فغم,fagham,faghgham,False,3,6,0-9,0-9,arabic_stripped
تذبح,tdabba7,tdabba7,True,4,7,0-9,0-9,arabic_stripped
جنط,jannit,jannit,True,3,6,0-9,0-9,arabic_stripped
انصهر,2insihir,2insihir,True,5,8,0-9,0-9,arabic_stripped
اتبكلش,2itbaklash,2itbaklash,True,6,10,0-9,10-19,arabic_stripped
زناخة,zanaakha,zannaakha,False,5,8,0-9,0-9,arabic_stripped
اهرب,2uhrub,2uhrub,True,4,6,0-9,0-9,arabic_stripped
فشى,fasha,fashsha,False,3,5,0-9,0-9,arabic_stripped
مزرب,mizrab,mzarrib,False,4,6,0-9,0-9,arabic_stripped
مسفح,msaffi7,msaffa7,False,4,7,0-9,0-9,arabic_stripped
درون,darwin,druun,False,4,6,0-9,0-9,arabic_stripped
ثقب,thaqkab,thuqkub,False,3,7,0-9,0-9,arabic_stripped
يتحلى,yit7alla,yit7alla,True,5,8,0-9,0-9,arabic_stripped
محماس,mi7maas,mu7maas,False,5,7,0-9,0-9,arabic_stripped
شرقة,sharqa,sharqa,True,4,6,0-9,0-9,arabic_stripped
قبص,qabbis,qabbis,True,3,6,0-9,0-9,arabic_stripped
عالأخير,3al2akhiir,3al2akhiir,True,7,10,0-9,10-19,arabic_stripped
مبارك,mbaarik,mabaarik,False,5,7,0-9,0-9,arabic_stripped
انقهر,2inqahar,2inqahar,True,5,8,0-9,0-9,arabic_stripped
اتدوش,2iddawwash,2iddawwash,True,5,10,0-9,10-19,arabic_stripped
مول,mawwil,mawwal,False,3,6,0-9,0-9,arabic_stripped
لهلب,lahlib,lahlab,False,4,6,0-9,0-9,arabic_stripped
اجرين,2ijriin,2ijriin,True,5,7,0-9,0-9,arabic_stripped
عمرة,3umra,3umra,True,4,5,0-9,0-9,arabic_stripped
اتبرج,2itbarraj,2itbarraj,True,5,9,0-9,0-9,arabic_stripped
يتشارع,yitshaara3,yitshaara3,True,6,10,0-9,10-19,arabic_stripped
لحوح,la7uu7,la7wi7,False,4,6,0-9,0-9,arabic_stripped
أزمة مالية,2azme maaliyye,2azme maaliyye,True,10,14,10-19,10-19,arabic_stripped
قهوجي,qahwaji,qahdjuudji,False,5,7,0-9,0-9,arabic_stripped
مكوبج,mkoobij,mkoobij,True,5,7,0-9,0-9,arabic_stripped
بدل,badal,baddil,False,3,5,0-9,0-9,arabic_stripped
مشلح,mshalla7,mshalli7,False,4,8,0-9,0-9,arabic_stripped
يعقد,yi3qid,y3aqqid,False,4,6,0-9,0-9,arabic_stripped
ينضغط,yindaghit,yindighit,False,5,9,0-9,0-9,arabic_stripped
أهلا وسهلا,2ahlan wa sahlan,2ahl wisa,False,10,16,10-19,10-19,arabic_stripped
طفران,tafraan,tafraan,True,5,7,0-9,0-9,arabic_stripped
بعر,ba3ir,ba33ir,False,3,5,0-9,0-9,arabic_stripped
ضيق,dayyiqdayyi2,dayyiqdayyi2,True,3,12,0-9,10-19,arabic_stripped
مسلي,musalli,masli,False,4,7,0-9,0-9,arabic_stripped
كحيان,ka7yaan,ka7iina,False,5,7,0-9,0-9,arabic_stripped
دينار,diinaar,diinaar,True,5,7,0-9,0-9,arabic_stripped
كلم,kallim,kallim,True,3,6,0-9,0-9,arabic_stripped
ايده والكف,2iido wil 2ilkaff,2iido wilfaak,False,10,17,10-19,10-19,arabic_stripped
شيطان,shiitaan,shiitaan,True,5,8,0-9,0-9,arabic_stripped
حفر,7ufar,7affar,False,3,5,0-9,0-9,arabic_stripped
عرف,3irif,3arrif,False,3,5,0-9,0-9,arabic_stripped
اللي ماله حظ لايتعب ولا يشقى,2illi maalo 7az laa yit3ab wala yishqa,2il3ayya maa 2illla qi bil7awa biishi 2illla ,False,28,38,20-29,30-39,arabic_stripped
يصعب,yis3ab,ysa33ib,False,4,6,0-9,0-9,arabic_stripped
افطار,2iftaar,2iftaar,True,5,7,0-9,0-9,arabic_stripped
انفلق,2infalaq,2infiliq,False,5,8,0-9,0-9,arabic_stripped
مسلغ,masligh,msallagh,False,4,7,0-9,0-9,arabic_stripped
احتقن,2i7taqan,2i7taqan,True,5,8,0-9,0-9,arabic_stripped
وزم,wazzam,wazzim,False,3,6,0-9,0-9,arabic_stripped
ارشي,2irshi,2irshi,True,4,6,0-9,0-9,arabic_stripped
انحسد,2in7asad,2in7isid,False,5,8,0-9,0-9,arabic_stripped
ترخيص,tarkhiis,tarkhiis,True,5,8,0-9,0-9,arabic_stripped
صبيان,sibyaan,sabiina,False,5,7,0-9,0-9,arabic_stripped
زنبيل,zambiil,zanbiil,False,5,7,0-9,0-9,arabic_stripped
هجين,hajiin,hadjiin,False,4,6,0-9,0-9,arabic_stripped
اتعهد,2it3ahhad,2it3ahhad,True,5,9,0-9,0-9,arabic_stripped
مغيب,mughayyib,mghayyib,False,4,9,0-9,0-9,arabic_stripped
يسقف,ysaqqif,yisquf,False,4,7,0-9,0-9,arabic_stripped
بلطلون,baltaloon,baltuun,False,6,9,0-9,0-9,arabic_stripped
تكشح,tkashsha7,tkashsha7,True,4,9,0-9,0-9,arabic_stripped
مجرى المي,majra 2ilmayy,majra 2ilmay,False,9,13,0-9,10-19,arabic_stripped
مستجاب,mustajaab,mustajaab,True,6,9,0-9,0-9,arabic_stripped
يهفهف,yhafhif,yhafhif,True,5,7,0-9,0-9,arabic_stripped
اتمرقط,2itmarqat,2itmarqat,True,6,9,0-9,0-9,arabic_stripped
بيواسي بحاله,biwaasi b7aalo,byuus byaa7ilo,False,12,14,10-19,10-19,arabic_stripped
مجاور,mjaawir,majaawir,False,5,7,0-9,0-9,arabic_stripped
كل,kall,kill,False,2,4,0-9,0-9,arabic_stripped
فشار,fashshaar,fashshaar,True,4,9,0-9,0-9,arabic_stripped
شو جاب الغراب لإمه,shuu jaab 2ilghuraab lammo,shuu jaab 2ilghurraam lab,False,18,26,10-19,20-29,arabic_stripped
يرتكن,yirtikin,yirtikin,True,5,8,0-9,0-9,arabic_stripped
زايغ,zaayigh,zaayigh,True,4,7,0-9,0-9,arabic_stripped
فقش,faqash,faqqash,False,3,6,0-9,0-9,arabic_stripped
كعكوز,ka3kuuz,ka3kuuz,True,5,7,0-9,0-9,arabic_stripped
عصم,3assam,3assim,False,3,6,0-9,0-9,arabic_stripped
يلحق,yil7aq,yil7aq,True,4,6,0-9,0-9,arabic_stripped
أعدم,2a3dam,2a3dam,True,4,6,0-9,0-9,arabic_stripped
عاب,3aab,3aab,True,3,4,0-9,0-9,arabic_stripped
مضايق,mdaayiq,madaayiq,False,5,7,0-9,0-9,arabic_stripped
انمغج,2inmighidj,2inmaghadj,False,5,10,0-9,10-19,arabic_stripped
زرقن,zargin,zargin,True,4,6,0-9,0-9,arabic_stripped
رطرط,ratrat,ratrit,False,4,6,0-9,0-9,arabic_stripped
كتب,katab,kattab,False,3,5,0-9,0-9,arabic_stripped
كمد,tshammad,kammid,False,3,8,0-9,0-9,arabic_stripped
زيبار,ziibaar,ziibaar,True,5,7,0-9,0-9,arabic_stripped
فال الله ولا فالك,faal 2alla wala faalak,faall 2ilko 2illawa,False,17,22,10-19,20-29,arabic_stripped
ناقش,naaqash,naaqish,False,4,7,0-9,0-9,arabic_stripped
يتنمرد,yitnamrad,yitnamrad,True,6,9,0-9,0-9,arabic_stripped
كاسة,kaase,kaase,True,4,5,0-9,0-9,arabic_stripped
تحالى,t7aalaa,t7aala,False,5,7,0-9,0-9,arabic_stripped
استجوز,2istajwiz,2istajwiz,True,6,9,0-9,0-9,arabic_stripped
شرشوح,sharshuu7,sharshuu7,True,5,9,0-9,0-9,arabic_stripped
كباس,kabbaas,kabbaas,True,4,7,0-9,0-9,arabic_stripped
ينزوي,yinziwi,yinziwi,True,5,7,0-9,0-9,arabic_stripped
الخير عالخير,2ilkheer 3alkheer,2ilkheer 3alayir,False,12,17,10-19,10-19,arabic_stripped
بداعة,baddaa3a,bdaa3a,False,5,8,0-9,0-9,arabic_stripped
حالي,7aali,7aali,True,4,5,0-9,0-9,arabic_stripped
ينبض,yunbud,yinbud,False,4,6,0-9,0-9,arabic_stripped
هيبة,heebe,hiibe,False,4,5,0-9,0-9,arabic_stripped
اشهق,2ishhaq,2ishhaq,True,4,7,0-9,0-9,arabic_stripped
مثل,masal,massal,False,3,5,0-9,0-9,arabic_stripped
درابيل,darabiil,daraabiil,False,6,8,0-9,0-9,arabic_stripped
مسلوق,msalwi2,masluuq,False,5,7,0-9,0-9,arabic_stripped
اليوم,2ilyoom,2ilyoom,True,5,7,0-9,0-9,arabic_stripped
يتعس,yit3as,yta33is,False,4,6,0-9,0-9,arabic_stripped
يؤيد,y2ayyid,y2ayyid,True,4,7,0-9,0-9,arabic_stripped
شللية,shilaliyye,shalliyye,False,5,10,0-9,10-19,arabic_stripped
يدين,ydiin,ydiin,True,4,5,0-9,0-9,arabic_stripped
تعطر,t3attar,t3attar,True,4,7,0-9,0-9,arabic_stripped
انقرض,2inqirid,2inqarad,False,5,8,0-9,0-9,arabic_stripped
كل,kull,kill,False,2,4,0-9,0-9,arabic_stripped
جيب,jiib,jayyab,False,3,4,0-9,0-9,arabic_stripped
تبني,tabanni,tabni,False,4,7,0-9,0-9,arabic_stripped
يلهج,yilhaj,ylahhidj,False,4,6,0-9,0-9,arabic_stripped
طافور,taafuur,taafuur,True,5,7,0-9,0-9,arabic_stripped
إولاد,2iwlaad,2iwlaad,True,5,7,0-9,0-9,arabic_stripped
أعضاء,2a3daa2,2ad3aa2,False,5,7,0-9,0-9,arabic_stripped
منمنم,mnamnim,mnamnam,False,5,7,0-9,0-9,arabic_stripped
كعى,ka3a,ka33a,False,3,4,0-9,0-9,arabic_stripped
استضعف,2istad3af,2istad3af,True,6,9,0-9,0-9,arabic_stripped
يسفح,yisfa7,yisfa7,True,4,6,0-9,0-9,arabic_stripped
انبطح,2inbata7,2inbata7,True,5,8,0-9,0-9,arabic_stripped
ذم,zamm,zimm,False,2,4,0-9,0-9,arabic_stripped
حيي,7iyi,7ayyi,False,3,4,0-9,0-9,arabic_stripped
فتح براسه شارع,fata7 braaso shaari3,fata7 braash 3asharo,False,14,20,10-19,20-29,arabic_stripped
شحاذ و مشرط,sha77aad wimsharrit,sha77aad wumarashit,False,11,19,10-19,10-19,arabic_stripped
خبز وملح,khubz wumili7,khabiz moola7,False,8,13,0-9,10-19,arabic_stripped
قامت الغثبرة,qaamat 2ilghathbara,qaamit 2ittharbe,False,12,19,10-19,10-19,arabic_stripped
يختار,yikhtaar,yikhtaar,True,5,8,0-9,0-9,arabic_stripped
شوفة,shoofe,shoofe,True,4,6,0-9,0-9,arabic_stripped
يلعن,yla33in,yla33in,True,4,7,0-9,0-9,arabic_stripped
موقن,muuqin,mwaqqin,False,4,6,0-9,0-9,arabic_stripped
تبخن,tbakhkhan,tbakhkhan,True,4,9,0-9,0-9,arabic_stripped
هندي,hindi,handi,False,4,5,0-9,0-9,arabic_stripped
كشش,kashshish,kashshish,True,3,9,0-9,0-9,arabic_stripped
مقصود,maqsuud,maqsuud,True,5,7,0-9,0-9,arabic_stripped
سفرجي,sufraji,safarji,False,5,7,0-9,0-9,arabic_stripped
قوقز,kookaz,qookiz,False,4,6,0-9,0-9,arabic_stripped
إجبد,2ijbid,2ijbid,True,4,6,0-9,0-9,arabic_stripped
كر,kurr,kurr,True,2,4,0-9,0-9,arabic_stripped
يقلز,yi2luz,yqalliz,False,4,6,0-9,0-9,arabic_stripped
كتيب,kutayyib,katyab,False,4,8,0-9,0-9,arabic_stripped
طلطل,taltal,taltal,True,4,6,0-9,0-9,arabic_stripped
يتبكبك,yibakbak,yitbakbak,False,6,8,0-9,0-9,arabic_stripped
وطرز,watriz,watriz,True,4,6,0-9,0-9,arabic_stripped
قطر,qatar,qattar,False,3,5,0-9,0-9,arabic_stripped
تدارك,2iddaarak,2iddaarak,True,5,9,0-9,0-9,arabic_stripped
مواخذة,mwaakhaze,muwaakhaze,False,6,9,0-9,0-9,arabic_stripped
اتتلمذ,2ittalmaz,2itzalmat,False,6,9,0-9,0-9,arabic_stripped
شاشة,shaashe,shaashe,True,4,7,0-9,0-9,arabic_stripped
أذواق,2azwaaq,2adwaaq,False,5,7,0-9,0-9,arabic_stripped
مهلهل,mhalhal,mhalhal,True,5,7,0-9,0-9,arabic_stripped
اتفلوت,2itfalwat,2itfalwat,True,6,9,0-9,0-9,arabic_stripped
اتشاطر,2itshaatar,2itshaatar,True,6,10,0-9,10-19,arabic_stripped
يتفعص,yitfa33as,yitfa33as,True,5,9,0-9,0-9,arabic_stripped
طفش,taffish,taffish,True,3,7,0-9,0-9,arabic_stripped
يلح,yli77,yli77,True,3,5,0-9,0-9,arabic_stripped
ينحلب,yin7ilib,yin7ilib,True,5,8,0-9,0-9,arabic_stripped
افترس,2iftiris,2iftaras,False,5,8,0-9,0-9,arabic_stripped
يتدارى,yiddaara,yiddaara,True,6,8,0-9,0-9,arabic_stripped
دخمس,dakhmis,dakhmis,True,4,7,0-9,0-9,arabic_stripped
نصاب,nassaab,nasaab,False,4,7,0-9,0-9,arabic_stripped
مهنة,mihne,mahne,False,4,5,0-9,0-9,arabic_stripped
دوبل,doobal,doobal,True,4,6,0-9,0-9,arabic_stripped
ادمع,2idma3,2idma3,True,4,6,0-9,0-9,arabic_stripped
جرافة,jarraafe,jaraafe,False,5,8,0-9,0-9,arabic_stripped
تهندز,thandaz,thandaz,True,5,7,0-9,0-9,arabic_stripped
منتج,muntij,muntaj,False,4,6,0-9,0-9,arabic_stripped
مورتش,mwartish,mwartish,True,5,8,0-9,0-9,arabic_stripped
تغمغم,tghamgham,tghamgham,True,5,9,0-9,0-9,arabic_stripped
احفظ,2i7faz,2i7fiz,False,4,6,0-9,0-9,arabic_stripped
اتكحل,2itka77al,2itka77al,True,5,9,0-9,0-9,arabic_stripped
خلقه ضيق,khulqo diyyiq,khallaqo diiq,False,8,13,0-9,10-19,arabic_stripped
مرض,mirid,marrid,False,3,5,0-9,0-9,arabic_stripped
يتنابز,yitnaabaz,yitnaabaz,True,6,9,0-9,0-9,arabic_stripped
كسل,kasal,kassil,False,3,5,0-9,0-9,arabic_stripped
عظم,3azzam,3addim,False,3,6,0-9,0-9,arabic_stripped
مهر,mahir,mahhir,False,3,5,0-9,0-9,arabic_stripped
اللي بيصعب عليك بيفقرك,2illi byis3ab 3aleek byifqirak,2ili byibyiksa3 firuq 2illlak,False,22,30,20-29,30-39,arabic_stripped
