source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
تْمَرْمَغ,tmarmagh,tmarmagh,True,9,8,0-9,0-9,arabic_harakat
يِتْصَرْمَح,yitsarma7,yitsarma7,True,11,9,10-19,0-9,arabic_harakat
فَوق,fooq,fooq,True,4,4,0-9,0-9,arabic_harakat
مْسَلْوَعَة,msalwa3a,msalwa3a,True,11,8,10-19,0-9,arabic_harakat
اُشْكُر,2ushkur,2ushkur,True,7,7,0-9,0-9,arabic_harakat
لَطْشِة,latshe,latshe,True,7,6,0-9,0-9,arabic_harakat
رَجْفِة,rajfe,rajfe,True,7,5,0-9,0-9,arabic_harakat
نَاسِب,naasib,naasib,True,6,6,0-9,0-9,arabic_harakat
اِزْرُك,2izrutsh,2izrutsh,True,7,8,0-9,0-9,arabic_harakat
طَلْعَة,tal3a,tal3a,True,7,5,0-9,0-9,arabic_harakat
وِذِف,widhif,wizif,False,5,6,0-9,0-9,arabic_harakat
اِتْرَقْوَص,2itraqwas,2itraqwas,True,11,9,10-19,0-9,arabic_harakat
سِمْسِمَة,simsime,simsame,False,9,7,0-9,0-9,arabic_harakat
تَبَاهِي,tabaahi,tabaahi,True,8,7,0-9,0-9,arabic_harakat
زَرَاوِيِّة,zaraawiyye,zaraawiyye,True,11,10,10-19,10-19,arabic_harakat
كَائِن,kaa2in,kaa2in,True,6,6,0-9,0-9,arabic_harakat
مُرِيح,murii7,murii7,True,6,6,0-9,0-9,arabic_harakat
تْجَهَّل,tjahhal,tjahhal,True,8,7,0-9,0-9,arabic_harakat
فُؤُوس,fu2uus,fu2uus,True,6,6,0-9,0-9,arabic_harakat
اِنْكَسَف,2inkasaf,2inkasaf,True,9,8,0-9,0-9,arabic_harakat
فِيشِة,fiishe,fiishe,True,6,6,0-9,0-9,arabic_harakat
مْصَدِّي,msaddi,msaddi,True,8,6,0-9,0-9,arabic_harakat
إِمْلَاء,2imlaa2,2imlaa2,True,8,7,0-9,0-9,arabic_harakat
وَرْوَر,warwar,warwar,True,7,6,0-9,0-9,arabic_harakat
اِجْعَط,2idj3at,2ij3at,False,7,7,0-9,0-9,arabic_harakat
صَافي يَا لبن,saafi yaa laban,saafi 2ilbeen,False,13,15,10-19,10-19,arabic_harakat
غَنَج,ghanaj,ghanaj,True,5,6,0-9,0-9,arabic_harakat
يحَصِّل,y7assil,y7assil,True,7,7,0-9,0-9,arabic_harakat
قَطِيعَة,qatii3a,qatii3a,True,8,7,0-9,0-9,arabic_harakat
يِسْتَعْصِي,yista3si,yista3si,True,11,8,10-19,0-9,arabic_harakat
يِيَتِّم,2iyyattim,yiyyatim,False,8,9,0-9,0-9,arabic_harakat
اِتْعَالَق,2it3aalaq,2it3aalaq,True,10,9,10-19,0-9,arabic_harakat
زُكَام,zukaam,zukaam,True,6,6,0-9,0-9,arabic_harakat
كْبُوش,kbuush,kbuush,True,6,6,0-9,0-9,arabic_harakat
حَاش,7aash,7aash,True,4,5,0-9,0-9,arabic_harakat
ينَكِّل,ynakkil,ynakkil,True,7,7,0-9,0-9,arabic_harakat
مْرَاوْبِة,mraawbe,mraawbe,True,10,7,10-19,0-9,arabic_harakat
قَلَقَان,qalaqaan,qalaqaan,True,8,8,0-9,0-9,arabic_harakat
مِتْنَصِّل,mitnassil,mitnassil,True,10,9,10-19,0-9,arabic_harakat
يلعب دور الضَّحِيِّة,yil3ab door 2idda7iyye,yil3abu durriyye 7adde,False,20,22,20-29,20-29,arabic_harakat
فُوش,fuush,fuush,True,4,5,0-9,0-9,arabic_harakat
سَخْطَة,sakhata,sakhta,False,7,7,0-9,0-9,arabic_harakat
يِلْتَغِي,yiltaghi,yiltaghi,True,9,8,0-9,0-9,arabic_harakat
اِحْتِرِف,2i7tirif,2i7tirif,True,9,8,0-9,0-9,arabic_harakat
رِجَال,rijaal,rijaal,True,6,6,0-9,0-9,arabic_harakat
يِتْمَانَح,yitmaana7,yitmaana7,True,10,9,10-19,0-9,arabic_harakat
مْكَيكِح,mkeeki7,mkeeki7,True,8,7,0-9,0-9,arabic_harakat
لُعَب,lu3ab,lu3ab,True,5,5,0-9,0-9,arabic_harakat
مُجْتَهِد,mujtahid,mujtahid,True,9,8,0-9,0-9,arabic_harakat
دَنِّي,danni,danni,True,6,5,0-9,0-9,arabic_harakat
يدَومِح,ydoomi7,ydoomi7,True,7,7,0-9,0-9,arabic_harakat
مَوَاسِرْجِي,mawaasirji,mawaasirji,True,12,10,10-19,10-19,arabic_harakat
يفَرِّك,yfarrik,yfarrik,True,7,7,0-9,0-9,arabic_harakat
اِنْشِوِي,2inshiwi,2inshiwi,True,9,8,0-9,0-9,arabic_harakat
يِنْطَجّ,yintajj,yintajj,True,8,7,0-9,0-9,arabic_harakat
أَكل ومرعى وقلة صنعة,2akil wumar3a wuqillet san3a,2akl wumar3a wusala qan3a,False,20,28,20-29,20-29,arabic_harakat
اِتْقَبَّص,yitqabbas,2itqabbas,False,10,9,10-19,0-9,arabic_harakat
لَطِّع,latti3,latti3,True,6,6,0-9,0-9,arabic_harakat
نَقَّار الخَشَب,naqqaar 2ilkhashab,naqqaar 2ilkhashab,True,15,18,10-19,10-19,arabic_harakat
تْلَوَّع,tlawwa3,tlawwa3,True,8,7,0-9,0-9,arabic_harakat
اِتْحَوبَش,2it7oobash,2it7oobash,True,10,10,10-19,10-19,arabic_harakat
الله لَا يكَسِّبَك,2alla laa kasbak,2alla laa yikkasib,False,18,16,10-19,10-19,arabic_harakat
يفَرِّش,yfarrish,yfarrish,True,7,8,0-9,0-9,arabic_harakat
عَصَا مُوسَى,3asa muusa,3asa muusa,True,12,10,10-19,10-19,arabic_harakat
نَاضِب,naadib,naadib,True,6,6,0-9,0-9,arabic_harakat
مَقْلَب,maqlab,maqlab,True,7,6,0-9,0-9,arabic_harakat
حَيِّر,7ayyir,7ayyir,True,6,6,0-9,0-9,arabic_harakat
خَفَّف,khaffaf,khaffaf,True,6,7,0-9,0-9,arabic_harakat
يفَقْفِق,yfaqfiqyfa2fi2,yfaqfiq,False,8,14,0-9,10-19,arabic_harakat
هَامِل,haamil,haamil,True,6,6,0-9,0-9,arabic_harakat
يِسْتَوْجِب,yistawjib,yistawjib,True,11,9,10-19,0-9,arabic_harakat
مِكْوَجي,mikwaji,mikwaji,True,8,7,0-9,0-9,arabic_harakat
قَعِّد,qa33id,qa33id,True,6,6,0-9,0-9,arabic_harakat
يِلْهِي,yilhi,yilhi,True,7,5,0-9,0-9,arabic_harakat
عُظَمَاء,3uzamaa2,3uzamaa2,True,8,8,0-9,0-9,arabic_harakat
يهَطْبِل,yhatbil,yhatbil,True,8,7,0-9,0-9,arabic_harakat
فلت عليه الضحك,filit 3alee 2iddi7ik,falat 3alee 2iddak,False,14,20,10-19,20-29,arabic_harakat
يِحْفَظ,yi7faz,yi7faz,True,7,6,0-9,0-9,arabic_harakat
جُرُب,jurub,jurub,True,5,5,0-9,0-9,arabic_harakat
مْقَشْنِط,mqashnit,mqashnit,True,9,8,0-9,0-9,arabic_harakat
تِينِة,tiine,tiine,True,6,5,0-9,0-9,arabic_harakat
هِدَم,hidam,hidam,True,5,5,0-9,0-9,arabic_harakat
نِسْنَاس,nisnaas,nisnaas,True,8,7,0-9,0-9,arabic_harakat
مَعَازِيم,ma3aaziim,ma3aaziim,True,9,9,0-9,0-9,arabic_harakat
مُنْتَخَب,muntakhab,muntakhab,True,9,9,0-9,0-9,arabic_harakat
تَقْيِيم,taqyiim,taqyiim,True,8,7,0-9,0-9,arabic_harakat
هَيلَمْجِي,heelamji,haylamji,False,10,8,10-19,0-9,arabic_harakat
سَلَاعِيس,salaa3iis,salaa3iis,True,9,9,0-9,0-9,arabic_harakat
اِنْخِدِع,2inkhidi3,2inkhidi3,True,9,9,0-9,0-9,arabic_harakat
عَوَاينِي,3awaayni,3awaayni,True,9,8,0-9,0-9,arabic_harakat
يِتْلَقْوَط,yitla2wat,yitlaqwat,False,11,9,10-19,0-9,arabic_harakat
تَقْصِيعَة,taqsii3a,taqsii3a,True,10,8,10-19,0-9,arabic_harakat
جَرّ إِجْرُه,jarr 2ijro,jarr 2ijro,True,12,10,10-19,10-19,arabic_harakat
يقَدِّم,yqaddim,yqaddim,True,7,7,0-9,0-9,arabic_harakat
مَرَق,maraq,maraq,True,5,5,0-9,0-9,arabic_harakat
مْفَحْلَل,mfa7lal,mfa7lal,True,9,7,0-9,0-9,arabic_harakat
اِنْجَاب,2injaab,2injaab,True,8,7,0-9,0-9,arabic_harakat
يِرْتِبِك,yirtibik,yirtibik,True,9,8,0-9,0-9,arabic_harakat
جَابْنِي عَمَلا وِجْهِي,jaabni 3amala wijhi,jaabni 3ami walaji,False,23,19,20-29,10-19,arabic_harakat
الحَيِّة مَابِتْصِير خَيِّة,2il7ayye maa bitsiir khayye,2il7eet maa bisskheeriyye,False,27,27,20-29,20-29,arabic_harakat
يْآيِس,y2aayis,y2aayis,True,6,7,0-9,0-9,arabic_harakat
اِنْشَكَل,2inshakal,2inshakal,True,9,9,0-9,0-9,arabic_harakat
اِتْقَزَّع,2itqkazza3,2itqazza3,False,10,10,10-19,10-19,arabic_harakat
يِتْفَرْفَك,yitfarfak,yitfarfak,True,11,9,10-19,0-9,arabic_harakat
يِنْزَع,yinza3,yinza3,True,7,6,0-9,0-9,arabic_harakat
قِلَادِة,qkilaade,qilaade,False,8,8,0-9,0-9,arabic_harakat
حَرَامِيِّة,7araamiyye,7araamiyye,True,11,10,10-19,10-19,arabic_harakat
قَابِر,qaabir,qaabir,True,6,6,0-9,0-9,arabic_harakat
فَضْفِض,fadfid,fadfid,True,7,6,0-9,0-9,arabic_harakat
خِسِر,khisir,khisir,True,5,6,0-9,0-9,arabic_harakat
حَلْمَز,7almaz,7almaz,True,7,6,0-9,0-9,arabic_harakat
مِين قَدَّك,miin qaddik,min qaddak,False,11,11,10-19,10-19,arabic_harakat
جَنِّط,jannit,jannit,True,6,6,0-9,0-9,arabic_harakat
يُجْرُد,yujrud,yujrud,True,7,6,0-9,0-9,arabic_harakat
اِسْتِرْحَام,2istir7aam,2istir7aam,True,12,10,10-19,10-19,arabic_harakat
اِتْدَهْلَز,2iddahlaz,2iddahlaz,True,11,9,10-19,0-9,arabic_harakat
إِنْصَاف,2insaaf,2insaaf,True,8,7,0-9,0-9,arabic_harakat
لِتِر,litir,litir,True,5,5,0-9,0-9,arabic_harakat
كَزَالِك,tshazaalitsh,kazaalik,False,8,12,0-9,10-19,arabic_harakat
نَسَّاس,nassaas,nassaas,True,7,7,0-9,0-9,arabic_harakat
نَطَّز,nattaz,nattaz,True,6,6,0-9,0-9,arabic_harakat
شَامِة,shaame,shaame,True,6,6,0-9,0-9,arabic_harakat
مُحَاسَبِة قضَائية,mu7aasabe qadaa2iyye,mu7aasabit qadaaye,False,18,20,10-19,20-29,arabic_harakat
اِبِن نَاس,2ibin naas,2ibin naas,True,10,10,10-19,10-19,arabic_harakat
شَرْعِيِّة,shar3iyye,shar3iyye,True,10,9,10-19,0-9,arabic_harakat
يِزْغِل,yizghil,yizghil,True,7,7,0-9,0-9,arabic_harakat
ثَلِج,talij,talij,True,5,5,0-9,0-9,arabic_harakat
بَسْبُوسِة,basbuuse,basbuuse,True,10,8,10-19,0-9,arabic_harakat
فَعْكُوش,fa3kuush,fa3kuush,True,8,8,0-9,0-9,arabic_harakat
يِنْتِقِي,yintiqi,yintiqi,True,9,7,0-9,0-9,arabic_harakat
اِنْفَعَص,2infa3as,2infa3as,True,9,8,0-9,0-9,arabic_harakat
نَاقِر ونقير,naaqir winqiir,naaqir wuniqr,False,12,14,10-19,10-19,arabic_harakat
يحَلْحَل زِرِدهُم,y7al7il ziridhum,y7al7al zilidhum,False,17,16,10-19,10-19,arabic_harakat
دَرَس,daras,daras,True,5,5,0-9,0-9,arabic_harakat
بتلعب عَالحبلين,btil3ab 3al7ableen,bitli3 bil3a7alin,False,15,18,10-19,10-19,arabic_harakat
لَيَّص,layyas,layyas,True,6,6,0-9,0-9,arabic_harakat
حَرَّف,7arraf,7arraf,True,6,6,0-9,0-9,arabic_harakat
مَلِيح,malii7,malii7,True,6,6,0-9,0-9,arabic_harakat
قَصَد,qasad,qasad,True,5,5,0-9,0-9,arabic_harakat
المَيِّة بتِمْشِي من تَحِت إِجْرَيه,2ilmayy btimshi min ta7it 2ijree,2ilmeert bit7a miin sheeth mii 2ijmiiil miii 7thayyy,False,35,32,30-39,30-39,arabic_harakat
كَرَّز,karraz,karraz,True,6,6,0-9,0-9,arabic_harakat
نَغَّش,naghghash,naghghash,True,6,9,0-9,0-9,arabic_harakat
سَقِيم,saqiim,saqiim,True,6,6,0-9,0-9,arabic_harakat
حَالُوشِة,7aaluushe,7aaluushe,True,9,9,0-9,0-9,arabic_harakat
حَمَد,7amad,7amad,True,5,5,0-9,0-9,arabic_harakat
مْكَنَّع,mtshanna3,mkanna3,False,8,9,0-9,0-9,arabic_harakat
أَعْلَام,2a3laam,2a3laam,True,8,7,0-9,0-9,arabic_harakat
مِتْزَعْزِع,mitza3zi3,mitza3zi3,True,11,9,10-19,0-9,arabic_harakat
يطَرْمِخ,ytarmikh,ytarmikh,True,8,8,0-9,0-9,arabic_harakat
تْزَنْطَر,tzantar,tzantar,True,9,7,0-9,0-9,arabic_harakat
مَلَاعِق,malaa3iq,malaa3iq,True,8,8,0-9,0-9,arabic_harakat
دَبَّر,dabbar,dabbar,True,6,6,0-9,0-9,arabic_harakat
رَوِّس,rawwis,rawwis,True,6,6,0-9,0-9,arabic_harakat
لُوف,luuf,luuf,True,4,4,0-9,0-9,arabic_harakat
اِرْتَاح,2irtaa7,2irtaa7,True,8,7,0-9,0-9,arabic_harakat
خَطِّئ,khatti2,khatti2,True,6,7,0-9,0-9,arabic_harakat
اِتْفَلَّت,2itfallat,2itfallat,True,10,9,10-19,0-9,arabic_harakat
نَقَر رَاسي,naqar raasi,naqar raasi,True,11,11,10-19,10-19,arabic_harakat
اِتْصَرْبَع,2itsarba3,2itsarba3,True,11,9,10-19,0-9,arabic_harakat
صَنّ,sannat,sann,False,4,6,0-9,0-9,arabic_harakat
يحَسِّس,y7assis,y7assis,True,7,7,0-9,0-9,arabic_harakat
اِفْقِس,2ifqis,2ifqis,True,7,6,0-9,0-9,arabic_harakat
يِنْرِصِد,yinrisid,yinrisid,True,9,8,0-9,0-9,arabic_harakat
سَيَّاح,sayyaa7,sayyaa7,True,7,7,0-9,0-9,arabic_harakat
يخَنْشِر,ykhanshir,ykhanshir,True,8,9,0-9,0-9,arabic_harakat
نَشَق,nashaq,nashaq,True,5,6,0-9,0-9,arabic_harakat
تْقَنْدَر,tqkandar,tqandar,False,9,8,0-9,0-9,arabic_harakat
تْنَفَّخ,tnaffakh,tnaffakh,True,8,8,0-9,0-9,arabic_harakat
حَشِّي,7ashshi,7ashshi,True,6,7,0-9,0-9,arabic_harakat
خَلِيل,khaliil,khaliil,True,6,7,0-9,0-9,arabic_harakat
مَنَاكِير,manaakiir,manaakiir,True,9,9,0-9,0-9,arabic_harakat
اِسْتِدْرَاج,2istadraaj,2istidraaj,False,12,10,10-19,10-19,arabic_harakat
حَزَّم,7azzam,7azzam,True,6,6,0-9,0-9,arabic_harakat
تْمَتَّق,tmattaqk2,tmattaqk,False,8,9,0-9,0-9,arabic_harakat
مْخَدَّر,mkhaddar,mkhaddar,True,8,8,0-9,0-9,arabic_harakat
يوِرّ,ywirr,ywirr,True,5,5,0-9,0-9,arabic_harakat
اِسْتِحْمَال,2isti7maal,2isti7maal,True,12,10,10-19,10-19,arabic_harakat
يِقْحَف,yiqk7af,yiq7af,False,7,7,0-9,0-9,arabic_harakat
اِنْزَنِق,2inzaniq,2inzaniq,True,9,8,0-9,0-9,arabic_harakat
خَلَّل,khallal,khallal,True,6,7,0-9,0-9,arabic_harakat
مَطْمِط,matmit,matmit,True,7,6,0-9,0-9,arabic_harakat
اِتْنَفَّل,2itnaffal,2itnaffal,True,10,9,10-19,0-9,arabic_harakat
أَلْقى,2alqa,2alqa,True,6,5,0-9,0-9,arabic_harakat
مْخَمَّسِيِّة,mkhammasiyye,mkhammasiyye,True,13,12,10-19,10-19,arabic_harakat
خَرْفَن,kharfan,kharfan,True,7,7,0-9,0-9,arabic_harakat
فلِترقُد روحُه بسلَام,faltarqud roo7o bisalaam,filitruq daruus ma7abo,False,21,24,20-29,20-29,arabic_harakat
اِنْغِمِس,2inghimis,2inghimis,True,9,9,0-9,0-9,arabic_harakat
اِنْقِطِب,2inqitib,2inqitib,True,9,8,0-9,0-9,arabic_harakat
مْزَعْزَع,mza3za3,mza3za3,True,9,7,0-9,0-9,arabic_harakat
نَقْنِيق,nakniik,naqniiq,False,8,7,0-9,0-9,arabic_harakat
يِنْقِزِع,yinqkizi3,yinqizi3,False,9,9,0-9,0-9,arabic_harakat
حِرْفِة يَدَوِيِّة,7irfe yadawiyye,7irfe dawiyye,False,18,15,10-19,10-19,arabic_harakat
مْجَنَّد,mjannad,mjannad,True,8,7,0-9,0-9,arabic_harakat
ذَهِّب,dahhib,dahhib,True,6,6,0-9,0-9,arabic_harakat
قَشْفَل,qkashfal,qashfal,False,7,8,0-9,0-9,arabic_harakat
ضَيَاع,dayaa3,dayaa3,True,6,6,0-9,0-9,arabic_harakat
قَزْمَة,qizam,qazma,False,7,5,0-9,0-9,arabic_harakat
طَاحِن,taa7in,taa7in,True,6,6,0-9,0-9,arabic_harakat
طَاق,taaq,taaq,True,4,4,0-9,0-9,arabic_harakat
نَادِب,naadib,naadib,True,6,6,0-9,0-9,arabic_harakat
طَوِّر,tawwir,tawwir,True,6,6,0-9,0-9,arabic_harakat
اِفْتَرَض,2iftarad,2iftarad,True,9,8,0-9,0-9,arabic_harakat
حَسَكِة,7asake,7asake,True,7,6,0-9,0-9,arabic_harakat
مَشْلُول,mashluul,mashluul,True,8,8,0-9,0-9,arabic_harakat
اِتْعَابَط,2it3aabat,2it3aabat,True,10,9,10-19,0-9,arabic_harakat
اِسْتِدْلَال,2istidlaal,2istidlaal,True,12,10,10-19,10-19,arabic_harakat
يِتْمَرْجَح,yitmarja7,yitmarja7,True,11,9,10-19,0-9,arabic_harakat
اُوعَى,2uu3a,2uu3a,True,6,5,0-9,0-9,arabic_harakat
حِبَرَة,7ibara,7ibara,True,7,6,0-9,0-9,arabic_harakat
اِنْكِحِش,yinki7ish,2inki7ish,False,9,9,0-9,0-9,arabic_harakat
يِتْعَافَى,yit3aafa,yit3aafa,True,10,8,10-19,0-9,arabic_harakat
سَرِّب,sarrib,sarrib,True,6,6,0-9,0-9,arabic_harakat
يِهْرَم,yihram,yihram,True,7,6,0-9,0-9,arabic_harakat
اِصْطَبِح,2istabi7,2istabi7,True,9,8,0-9,0-9,arabic_harakat
اِنْوِش,2inwish,2inwish,True,7,7,0-9,0-9,arabic_harakat
طْهُور,thuur,thuur,True,6,5,0-9,0-9,arabic_harakat
كْبِير,kbiir,kbiir,True,6,5,0-9,0-9,arabic_harakat
مَرَّق,marraq,marraq,True,6,6,0-9,0-9,arabic_harakat
تْخَرْبَش,tkharbash,tkharbash,True,9,9,0-9,0-9,arabic_harakat
هَاشِل,haashil,haashil,True,6,7,0-9,0-9,arabic_harakat
شَقْرَمِة,shaqkrame,shaqkrame,True,9,9,0-9,0-9,arabic_harakat
اِرْتِجَالِي,2irtijaali,2irtijaali,True,12,10,10-19,10-19,arabic_harakat
وَسَعَة,wasa3a,wasa3a,True,7,6,0-9,0-9,arabic_harakat
مْمَرْمَغ,2immarmagh,mmgharmagh,False,9,10,0-9,10-19,arabic_harakat
تَمَنْهَا,tamanha,tamanha,True,9,7,0-9,0-9,arabic_harakat
اِفْضَى,2ifda,2ifda,True,7,5,0-9,0-9,arabic_harakat
أُذُونِة,2uzuune,2uduune,False,8,7,0-9,0-9,arabic_harakat
مَاجِسْتِير,maajistiir,maajistiir,True,11,10,10-19,10-19,arabic_harakat
يِتْقَلَّى,yitqalla,yitqalla,True,10,8,10-19,0-9,arabic_harakat
يثَوِّر,ythawwir,ytawwir,False,7,8,0-9,0-9,arabic_harakat
مَرْبَح,marba7,marba7,True,7,6,0-9,0-9,arabic_harakat
مُون,muun,muun,True,4,4,0-9,0-9,arabic_harakat
هَيْكَلِيِّة,haykaliyye,haykaliyye,True,12,10,10-19,10-19,arabic_harakat
نَكْبِة,nakbe,nakbe,True,7,5,0-9,0-9,arabic_harakat
اِدْلِف,2idlif,2idlif,True,7,6,0-9,0-9,arabic_harakat
عُبُي,3ubi,3ubu,False,5,4,0-9,0-9,arabic_harakat
يِتْحَدَّى,yit7adda,yit7adda,True,10,8,10-19,0-9,arabic_harakat
اِتْهَبَّل,2ithabbal,2ithabbal,True,10,9,10-19,0-9,arabic_harakat
اِتْخَوَّش,2itkhawwash,2itkhawwash,True,10,11,10-19,10-19,arabic_harakat
يوَصِّى,ywassi,ywassi,True,7,6,0-9,0-9,arabic_harakat
سَنِة عن سَنِة,sane 3an sane,sanit 3anase,False,14,13,10-19,10-19,arabic_harakat
جَلِّل,jallil,jallil,True,6,6,0-9,0-9,arabic_harakat
فَتَح عَلَي بَاب,fata7 3alay baab,fata7 3aleeb,False,16,16,10-19,10-19,arabic_harakat
مَرْجَلِة,marjale,marjale,True,9,7,0-9,0-9,arabic_harakat
حُثَالِة,7usaale,7uthaale,False,8,7,0-9,0-9,arabic_harakat
اِنْجَرَد,2injarad,2injarad,True,9,8,0-9,0-9,arabic_harakat
مَحْمُوق,ma7muuq,ma7muuq,True,8,7,0-9,0-9,arabic_harakat
بَاب المَشَاكِل,baab 2ilmashaakil,baab 2ilmashakil,False,15,17,10-19,10-19,arabic_harakat
دَوَش,dawash,dooshash,False,5,6,0-9,0-9,arabic_harakat
لبن نْعَاج,laban n3aaj,labn 3aaj,False,10,11,10-19,10-19,arabic_harakat
شَاشِة,shaashe,shaashe,True,6,7,0-9,0-9,arabic_harakat
سَلَّى,salla,salla,True,6,5,0-9,0-9,arabic_harakat
يِنْخِشِم,yinkhishim,yinkhishim,True,9,10,0-9,10-19,arabic_harakat
تْزَعْرَن,tza3ran,tza3ran,True,9,7,0-9,0-9,arabic_harakat
اِتْقَنْعَر,2itqan3ar,2itqan3ar,True,11,9,10-19,0-9,arabic_harakat
نَشِيط,nashiit,nashiit,True,6,7,0-9,0-9,arabic_harakat
رَجَّل,rajjal,rajjal,True,6,6,0-9,0-9,arabic_harakat
تَضْحِيِة,tad7iye,tad7iye,True,9,7,0-9,0-9,arabic_harakat
يمِزّ,ymizz,ymizz,True,5,5,0-9,0-9,arabic_harakat
هَئَّيتِة,ha22eete,ha22eete,True,9,8,0-9,0-9,arabic_harakat
يِهْمَط,yihmat,yihmat,True,7,6,0-9,0-9,arabic_harakat
يِفْضَح,yifda7,yifda7,True,7,6,0-9,0-9,arabic_harakat
يِسْتَنْكِف,yistankif,yistankif,True,11,9,10-19,0-9,arabic_harakat
يِلْتِقِي,yiltiqi,yiltiqi,True,9,7,0-9,0-9,arabic_harakat
جَمَع,jama3,jama3,True,5,5,0-9,0-9,arabic_harakat
ضَعِف,da3if,da3if,True,5,5,0-9,0-9,arabic_harakat
غَبَرَة,ghabara,ghabara,True,7,7,0-9,0-9,arabic_harakat
يِتْخَاذَل,yitkhaazal,yitkhaazal,True,10,10,10-19,10-19,arabic_harakat
كَمْكَر,tshamtshir,kamkar,False,7,10,0-9,10-19,arabic_harakat
دَزِّينِة,dazziine,dazziine,True,9,8,0-9,0-9,arabic_harakat
كْبَار,kbaar,kbaar,True,6,5,0-9,0-9,arabic_harakat
يفَلِّي,yfalli,yfalli,True,7,6,0-9,0-9,arabic_harakat
كَفِيل,kafiil,kafiil,True,6,6,0-9,0-9,arabic_harakat
مَشَكّ,mashakk,mashshak,False,6,7,0-9,0-9,arabic_harakat
اِتْرُس,2utrus,2itrus,False,7,6,0-9,0-9,arabic_harakat
تْرَمَّل,trammal,trammal,True,8,7,0-9,0-9,arabic_harakat
لو تشجر للسمَا,law tshajjir lassama,loot shirij 2ilmusm,False,14,20,10-19,20-29,arabic_harakat
صَرَف,saraf,saraf,True,5,5,0-9,0-9,arabic_harakat
مَرَّن,marran,marran,True,6,6,0-9,0-9,arabic_harakat
ضَحِّي,da77i,da77i,True,6,5,0-9,0-9,arabic_harakat
كِبْرِيتِة,kibriite,kibriite,True,10,8,10-19,0-9,arabic_harakat
يتِلّ,ytill,ytill,True,5,5,0-9,0-9,arabic_harakat
هَالأشْكَال,hal2ashkaal,haalshaak,False,11,11,10-19,10-19,arabic_harakat
أُخُت,2ukhut,2ukhut,True,5,6,0-9,0-9,arabic_harakat
يِفْتِقِد,yiftiqid,yiftiqid,True,9,8,0-9,0-9,arabic_harakat
يِتْنَاقَض,yitnaaqad,yitnaaqad,True,10,9,10-19,0-9,arabic_harakat
يِتْخَبْثَن,yitkhabsan,yitkhabsan,True,11,10,10-19,10-19,arabic_harakat
مْآنَسِة,m2aanase,m2aanase,True,8,8,0-9,0-9,arabic_harakat
نَعِف,na3if,na3if,True,5,5,0-9,0-9,arabic_harakat
أَدْمَن,2adman,2adman,True,7,6,0-9,0-9,arabic_harakat
يرَبْعِن,yrab3in,yrab3in,True,8,7,0-9,0-9,arabic_harakat
اِنْشَهَر,2inshahar,2inshahar,True,9,9,0-9,0-9,arabic_harakat
اِلْتِمِس,2iltimis,2iltimis,True,9,8,0-9,0-9,arabic_harakat
تَوْفِير,tawfiir,tawfiir,True,8,7,0-9,0-9,arabic_harakat
تْفَطَّن,tfattan,tfattan,True,8,7,0-9,0-9,arabic_harakat
يفَلِّق,yfalliq,yfalliq,True,7,7,0-9,0-9,arabic_harakat
شَدَّد,shaddad,shaddad,True,6,7,0-9,0-9,arabic_harakat
مْفَرِّع,mfarri3,mfarri3,True,8,7,0-9,0-9,arabic_harakat
يِسْتَوْفِي,yistawfi,yistawfi,True,11,8,10-19,0-9,arabic_harakat
الهوَا بيِسْفَح سَفِح,2ilhawa byisfa7 safi7,2ilwaa byisfa7 fasi7,False,21,21,20-29,20-29,arabic_harakat
يُحْرُك,yu7ruk,yu7ruk,True,7,6,0-9,0-9,arabic_harakat
غَصِّب,ghassib,ghassib,True,6,7,0-9,0-9,arabic_harakat
يِسْتَزْحِم,yistaz7im,yistaz7im,True,11,9,10-19,0-9,arabic_harakat
اِقْتَرَع,2iqtara3,2iqtara3,True,9,8,0-9,0-9,arabic_harakat
اِحْلِف,2i7lif,2i7lif,True,7,6,0-9,0-9,arabic_harakat
يخَيِّس,ykhayyis,ykhayyis,True,7,8,0-9,0-9,arabic_harakat
مِقْرِش,miqrish,miqrish,True,7,7,0-9,0-9,arabic_harakat
طَنّ,tann,tann,True,4,4,0-9,0-9,arabic_harakat
اِتْفَاقَم,2itfaaqam,2itfaaqam,True,10,9,10-19,0-9,arabic_harakat
جَرْجِح,djardji7,jardji7,False,7,8,0-9,0-9,arabic_harakat
يِسْتَحِيل,yista7iil,yista7iil,True,10,9,10-19,0-9,arabic_harakat
مِكْثَا,miktha,miktaak,False,7,6,0-9,0-9,arabic_harakat
فَاتك نص عمرك,faatak nus 3umrak,faatak san 3umrak,False,13,17,10-19,10-19,arabic_harakat
فِضَّة,fidda,fidda,True,6,5,0-9,0-9,arabic_harakat
اُزْطُم,2uztum,2uztum,True,7,6,0-9,0-9,arabic_harakat
مْهَنْدَم,mhandam,mhandam,True,9,7,0-9,0-9,arabic_harakat
سَرْسَرِيِّة,sarsariyye,sarsariyye,True,12,10,10-19,10-19,arabic_harakat
حَنِّي,7anni,7anni,True,6,5,0-9,0-9,arabic_harakat
كَلِّف,kallif,kallif,True,6,6,0-9,0-9,arabic_harakat
يلَعِّي,yla33i,yla33i,True,7,6,0-9,0-9,arabic_harakat
