source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,source_column
أَزْعُم,2az3am,2az3am,True,7,6,0-9,0-9,levanti_harakat_prediction
تَقَاوَى,tqaawa,tqaawa,True,8,6,0-9,0-9,levanti_harakat_prediction
مَنْظُوْر,manzuur,manzuur,True,9,7,0-9,0-9,levanti_harakat_prediction
اِسْتِرْحَام,2istir7aam,2istir7aam,True,12,10,10-19,10-19,levanti_harakat_prediction
ضَعْضَع,da3di3,da3di3,True,7,6,0-9,0-9,levanti_harakat_prediction
مَمْعُوْص,mam3uus,mam3uus,True,9,7,0-9,0-9,levanti_harakat_prediction
حِكم الهُدْهُد,7ukmil hudhud,7imit 2ahdak,False,14,13,10-19,10-19,levanti_harakat_prediction
اِنْهَمَض,2inhamid,2inhamad,False,9,8,0-9,0-9,levanti_harakat_prediction
أَفْعَال,2af3aal,2af3aal,True,8,7,0-9,0-9,levanti_harakat_prediction
نَام عَلَى غُمْرُه,naam 3ala ghimro,naam 3ala ghammro,False,18,16,10-19,10-19,levanti_harakat_prediction
لَوش,lawwish,lawwash,False,4,7,0-9,0-9,levanti_harakat_prediction
جَمَل,jumal,jammal,False,5,5,0-9,0-9,levanti_harakat_prediction
عَمَّى ضَوُّه,3ama dawwo,3amm hawwadu,False,13,10,10-19,10-19,levanti_harakat_prediction
غَرَضُه مِش شَرِيف,gharado mush shariif,gharado mashri fi,False,18,20,10-19,20-29,levanti_harakat_prediction
خَرَابِيْش جَاج,kharaabiish jaaj,kharaabi shaj,False,15,16,10-19,10-19,levanti_harakat_prediction
كَايِد,kaayid,kaayid,True,6,6,0-9,0-9,levanti_harakat_prediction
يِتْدَسْكَر,yiddaskar,yiddaskar,True,11,9,10-19,0-9,levanti_harakat_prediction
كحُّوش,ka7wish,ka7wish,True,6,7,0-9,0-9,levanti_harakat_prediction
فُوش,fuush,fawwish,False,4,5,0-9,0-9,levanti_harakat_prediction
كِنْز,kanaz,kannaz,False,5,5,0-9,0-9,levanti_harakat_prediction
تَشْلِيْخ,tashliikh,tashliikh,True,9,9,0-9,0-9,levanti_harakat_prediction
يِتْرَغَّل,ytarghil,yitraghghal,False,10,8,10-19,0-9,levanti_harakat_prediction
مَرْنَخ,2imrannakh,mrannikh,False,7,10,0-9,10-19,levanti_harakat_prediction
شَحَط,sha77at,sha77it,False,5,7,0-9,0-9,levanti_harakat_prediction
صَفْرَا,safra,safra,True,7,5,0-9,0-9,levanti_harakat_prediction
يِتْمَطَّط,yitmattat,yitmattat,True,10,9,10-19,0-9,levanti_harakat_prediction
ضُعَفَاء,du3afaa2,du3afaa2,True,8,8,0-9,0-9,levanti_harakat_prediction
كَخّ,kikhkh,khukhkh,False,4,6,0-9,0-9,levanti_harakat_prediction
تَلَامِيذ,talaamiiz,talaamiiz,True,9,9,0-9,0-9,levanti_harakat_prediction
مْشَلطِف,mshaltif,mshaltif,True,8,8,0-9,0-9,levanti_harakat_prediction
أُخْت,2ukhut,2akht,False,5,6,0-9,0-9,levanti_harakat_prediction
يِتْفكْهْن,yitfakhan,yitfakhan,True,10,9,10-19,0-9,levanti_harakat_prediction
نَهب,nahib,nahab,False,4,5,0-9,0-9,levanti_harakat_prediction
خَبَر,khabbar,khabbar,True,5,7,0-9,0-9,levanti_harakat_prediction
وْنَجَق,wanjiq,wanjaq,False,7,6,0-9,0-9,levanti_harakat_prediction
نَفَض,nafid,naffad,False,5,5,0-9,0-9,levanti_harakat_prediction
دِنس,dannis,dannas,False,4,6,0-9,0-9,levanti_harakat_prediction
مرَتَّب,mrattab,mrattib,False,7,7,0-9,0-9,levanti_harakat_prediction
شَْوَاط,shwaat,shawwaat,False,7,6,0-9,0-9,levanti_harakat_prediction
لُوْلُب,loolab,loolib,False,7,6,0-9,0-9,levanti_harakat_prediction
تَوَغْوش,twaghwash,twaghwash,True,8,9,0-9,0-9,levanti_harakat_prediction
فَقِّس,faqis,faqqis,False,6,5,0-9,0-9,levanti_harakat_prediction
فُوت,fuut,fawwit,False,4,4,0-9,0-9,levanti_harakat_prediction
تَشْرِيح,tashrii7,tashrii7,True,8,8,0-9,0-9,levanti_harakat_prediction
يِنفِرِم,yinfirim,yinfirim,True,8,8,0-9,0-9,levanti_harakat_prediction
أَوْفِيَاء,2awfiyaa2,2awfiyaa2,True,10,9,10-19,0-9,levanti_harakat_prediction
اِنْسَفَق,2insafiq,2insafaq,False,9,8,0-9,0-9,levanti_harakat_prediction
حَرِيم,7rayyim,7ariim,False,6,7,0-9,0-9,levanti_harakat_prediction
يِغَلِّف,yghallif,yghallif,True,8,8,0-9,0-9,levanti_harakat_prediction
زَرْزَر,zarzirr,zarzir,False,7,7,0-9,0-9,levanti_harakat_prediction
قَزَايِز,qazaayiz,qazaayiz,True,8,8,0-9,0-9,levanti_harakat_prediction
اِسْتَحْلَف,2ista7laf,2ista7lif,False,11,9,10-19,0-9,levanti_harakat_prediction
خَيْل,kheel,khayyil,False,5,5,0-9,0-9,levanti_harakat_prediction
قَرْقَر,qarqar,qarqir,False,7,6,0-9,0-9,levanti_harakat_prediction
تْطَوَّع,2ittawwa3,ttatawwu3,False,8,9,0-9,0-9,levanti_harakat_prediction
يْفَلْفِل,yfalfil,yfalfil,True,9,7,0-9,0-9,levanti_harakat_prediction
اِتْجَرْجَر,2itjarjar,2itjarjar,True,11,9,10-19,0-9,levanti_harakat_prediction
اِحْوَيّ,2i7wi,2i7wi,True,8,5,0-9,0-9,levanti_harakat_prediction
مِنْوِي,manawi,minwi,False,7,6,0-9,0-9,levanti_harakat_prediction
عِنَبَة,3inbe,3inbe,True,7,5,0-9,0-9,levanti_harakat_prediction
فِعَل,fa33al,fa33il,False,5,6,0-9,0-9,levanti_harakat_prediction
ازْعُط,2iz3at,2iz3at,True,6,6,0-9,0-9,levanti_harakat_prediction
هَيّْم,hiim,hayyim,False,6,4,0-9,0-9,levanti_harakat_prediction
تْسَرْمِج,tsarmadj,tsarmaj,False,9,8,0-9,0-9,levanti_harakat_prediction
اِحْتَاج,2i7taaj,2i7taaj,True,8,7,0-9,0-9,levanti_harakat_prediction
كَاهِن,kaahin,kaahin,True,6,6,0-9,0-9,levanti_harakat_prediction
يِتْلَقَّن,yitlaqqan,yitlaqqan,True,10,9,10-19,0-9,levanti_harakat_prediction
مِحْيِي,m7ayyi,ma7i,False,7,6,0-9,0-9,levanti_harakat_prediction
تِحْضَر,t7addar,t7addar,True,7,7,0-9,0-9,levanti_harakat_prediction
سَجَد,sajad,sajjad,False,5,5,0-9,0-9,levanti_harakat_prediction
اِتْدَخْمِس,2iddakhmas,2iddakhmas,True,11,10,10-19,10-19,levanti_harakat_prediction
يِغْفَى,yighfa,yighfa,True,7,6,0-9,0-9,levanti_harakat_prediction
اِتْلَاشَى,2itlaasha,2itlaasha,True,10,9,10-19,0-9,levanti_harakat_prediction
اِتْجَنَّد,2itjannad,2itjannad,True,10,9,10-19,0-9,levanti_harakat_prediction
قَرْنَبِيط,qarnabiit,qarnabiit,True,10,9,10-19,0-9,levanti_harakat_prediction
سَاحِل,saa7il,saa7il,True,6,6,0-9,0-9,levanti_harakat_prediction
اِتْكَمْكَر,2itshamtshar,2itkamkar,False,11,12,10-19,10-19,levanti_harakat_prediction
شْمَّام,shummaam,shammaam,False,7,8,0-9,0-9,levanti_harakat_prediction
اكْمِر,2ukmur,2ukmur,True,6,6,0-9,0-9,levanti_harakat_prediction
قِنْش,qkannash,qannish,False,5,8,0-9,0-9,levanti_harakat_prediction
خِلَال,khilaal,khilaal,True,6,7,0-9,0-9,levanti_harakat_prediction
أَرْكَن,2arkan,2arkan,True,7,6,0-9,0-9,levanti_harakat_prediction
لَادِد,laadid,laadid,True,6,6,0-9,0-9,levanti_harakat_prediction
ارْكِنّ,2irkun,2irkin,False,7,6,0-9,0-9,levanti_harakat_prediction
يْشَاوِر,yshaawir,yshaawir,True,8,8,0-9,0-9,levanti_harakat_prediction
غَلَبِة,ghalabe,ghalbe,False,7,7,0-9,0-9,levanti_harakat_prediction
هَفْهْفِة,hafhafe,hafhafe,True,9,7,0-9,0-9,levanti_harakat_prediction
جَوّ,jaww,jaww,True,4,4,0-9,0-9,levanti_harakat_prediction
بْرَاطِش,baraatish,baraatish,True,8,9,0-9,0-9,levanti_harakat_prediction
لَآخِر نَفِس,la2aakhir nafas,laakhir nafas,False,12,15,10-19,10-19,levanti_harakat_prediction
اِنْكَسَح,2inkisi7,2inkasa7,False,9,8,0-9,0-9,levanti_harakat_prediction
منْحَلّ,mun7all,mna77il,False,7,7,0-9,0-9,levanti_harakat_prediction
لُوْج,looj,lawwaj,False,5,4,0-9,0-9,levanti_harakat_prediction
فَرق,farraq,farriq,False,4,6,0-9,0-9,levanti_harakat_prediction
زَابِن,zaabin,zaabin,True,6,6,0-9,0-9,levanti_harakat_prediction
مِقْتَنِع,miqtini3,mqatni3,False,9,8,0-9,0-9,levanti_harakat_prediction
يْهَدِّد وْيِرْعُد,yhaddid wuyir3id,y3add duuhiro,False,18,16,10-19,10-19,levanti_harakat_prediction
اِسْهَال,2ishaal,2ishaal,True,8,7,0-9,0-9,levanti_harakat_prediction
فَرَاشِة,faraasha,faraashe,False,8,8,0-9,0-9,levanti_harakat_prediction
نَظَائِر,nadhaa2ir,nazaa2ir,False,8,9,0-9,0-9,levanti_harakat_prediction
يِتْلَقَّح,yitlaqqa7,yitlaqqa7,True,10,9,10-19,0-9,levanti_harakat_prediction
مِتَدَرِّب,middarib,middarrib,False,10,8,10-19,0-9,levanti_harakat_prediction
طَبْخِة,tabkha,tabkhe,False,7,6,0-9,0-9,levanti_harakat_prediction
يِنْفُر,ynaffir,yinfur,False,7,7,0-9,0-9,levanti_harakat_prediction
زْرَاق,zaraaq,zraaq,False,6,6,0-9,0-9,levanti_harakat_prediction
تَدَرْوَش,2iddarwash,2iddarwash,True,9,10,0-9,10-19,levanti_harakat_prediction
يِنلِسِع,yinlisi3,yinlisi3,True,8,8,0-9,0-9,levanti_harakat_prediction
فَهْقَة,fahqa,fahqa,True,7,5,0-9,0-9,levanti_harakat_prediction
جَوَارِيْر,jawaariir,jawaariir,True,10,9,10-19,0-9,levanti_harakat_prediction
كَذَا,kaza,kaza,True,5,4,0-9,0-9,levanti_harakat_prediction
تْبَزْلط,tbazlat,tbazlat,True,8,7,0-9,0-9,levanti_harakat_prediction
جَرْدَم,jardim,jardam,False,7,6,0-9,0-9,levanti_harakat_prediction
ضَيّْقَة,diiqadii2a,dayyaqa,False,8,10,0-9,10-19,levanti_harakat_prediction
قَلْبِي قَامِصْنِي,qalbi qaamisni,qalbi qaaniim,False,18,14,10-19,10-19,levanti_harakat_prediction
اِنْتَعَش,2inta3ash,2inti3ish,False,9,9,0-9,0-9,levanti_harakat_prediction
مِخشَّب,mkhashshib,mkhashshib,True,7,10,0-9,10-19,levanti_harakat_prediction
جِلْبَاطُو,djulbaatuu,jilbaato,False,10,10,10-19,10-19,levanti_harakat_prediction
كِذِب,kazzabkadhdhab,kazab,False,5,14,0-9,10-19,levanti_harakat_prediction
بَعْبَع,ba3ba3,ba3bi3,False,7,6,0-9,0-9,levanti_harakat_prediction
مَاسِح,maasi7,maasi7,True,6,6,0-9,0-9,levanti_harakat_prediction
اكْبَر,2ikbar,2ikbar,True,6,6,0-9,0-9,levanti_harakat_prediction
أَنَا أَمِيْر وِاِنْت أَمِيْر وْمِيْن سُوَّاق الحِمِير,2ana 2amiir winta 2amiir wumiin sawwaaq 2il7amiir,2anaam 2imraay wun 2ilqur mi yin wusirrimi min 7imin wimin wimin 2irrrr,False,54,49,50-59,40-49,levanti_harakat_prediction
يِتْعَرْقَص,yit3arqas,yit3arqas,True,11,9,10-19,0-9,levanti_harakat_prediction
مْكَاْيَدِة,mkaayade,mkaayade,True,11,8,10-19,0-9,levanti_harakat_prediction
حُوْر,7awwir,7awwir,True,5,6,0-9,0-9,levanti_harakat_prediction
غفُور,ghafuur,ghufuur,False,5,7,0-9,0-9,levanti_harakat_prediction
اِتْخَصَّص,2itkhassas,2itkhassas,True,10,10,10-19,10-19,levanti_harakat_prediction
حَسْبُن,7asban,7asban,True,7,6,0-9,0-9,levanti_harakat_prediction
اِصْلَب,2uslub,2islab,False,7,6,0-9,0-9,levanti_harakat_prediction
يِنْجِغِم,yinjighim,yinjighim,True,9,9,0-9,0-9,levanti_harakat_prediction
مْخَلَّط,mkhallat,mkhallit,False,8,8,0-9,0-9,levanti_harakat_prediction
مْكَمْكَر,mtshamtshar,mkamkir,False,9,11,0-9,10-19,levanti_harakat_prediction
بُرْتُقَال أَبُو سُرَّة,burtuqaal 2abu surra,burtuqa 2il2abuus rra,False,23,20,20-29,20-29,levanti_harakat_prediction
اِتُوكَل,2itwakkal,2itwakkal,True,8,9,0-9,0-9,levanti_harakat_prediction
سَعو,sa3aw,sa3waw,False,4,5,0-9,0-9,levanti_harakat_prediction
هَيْل,hiil,hayyil,False,5,4,0-9,0-9,levanti_harakat_prediction
اِنْتَسَى,2intasa,2intasa,True,9,7,0-9,0-9,levanti_harakat_prediction
مِشِط عَظِم,mushut 3adim,misht 3adam,False,11,12,10-19,10-19,levanti_harakat_prediction
وَرْدِة,warde,warde,True,7,5,0-9,0-9,levanti_harakat_prediction
وَضَح,waddi7,waddi7,True,5,6,0-9,0-9,levanti_harakat_prediction
عَيْنَيْه بِيْقدْحِن عَلَيْه,3inee biqda7in 3alee,3eenhi bil7ee daqni,False,28,20,20-29,20-29,levanti_harakat_prediction
اِشْطَبّ,2ishtub,2ushtub,False,8,7,0-9,0-9,levanti_harakat_prediction
يَلِيق,yliiq,yliiq,True,6,5,0-9,0-9,levanti_harakat_prediction
اِنْفَرَض,2infirid,2infarad,False,9,8,0-9,0-9,levanti_harakat_prediction
شَاعُوْب,shaa3uub,shaa3uub,True,8,8,0-9,0-9,levanti_harakat_prediction
يِسِف,ysiff,ysiff,True,5,5,0-9,0-9,levanti_harakat_prediction
فَغَم,fagham,faghgham,False,5,6,0-9,0-9,levanti_harakat_prediction
تِذْبَح,tdabba7,tdabba7,True,7,7,0-9,0-9,levanti_harakat_prediction
جِنَط,jannit,jannat,False,5,6,0-9,0-9,levanti_harakat_prediction
اِنْصَهَر,2insihir,2insahar,False,9,8,0-9,0-9,levanti_harakat_prediction
اِتْبَكَلْش,2itbaklash,2itbaklash,True,11,10,10-19,10-19,levanti_harakat_prediction
زْنَاخَة,zanaakha,znaakha,False,8,8,0-9,0-9,levanti_harakat_prediction
اهْرُب,2uhrub,2uhrub,True,6,6,0-9,0-9,levanti_harakat_prediction
فَشَّى,fasha,fashsha,False,6,5,0-9,0-9,levanti_harakat_prediction
مَزْرَِب,mizrab,mzarrib,False,8,6,0-9,0-9,levanti_harakat_prediction
مْسَفَّح,msaffi7,msaffa7,False,8,7,0-9,0-9,levanti_harakat_prediction
درّون,darwin,darwan,False,5,6,0-9,0-9,levanti_harakat_prediction
ثقب,thaqkab,thuqkub,False,3,7,0-9,0-9,levanti_harakat_prediction
يِتْحَلَّى,yit7alla,yit7alla,True,10,8,10-19,0-9,levanti_harakat_prediction
مَحْمَاس,mi7maas,ma7maas,False,8,7,0-9,0-9,levanti_harakat_prediction
شَرْقَة,sharqa,sharqa,True,7,6,0-9,0-9,levanti_harakat_prediction
قُبُص,qabbis,qabbis,True,5,6,0-9,0-9,levanti_harakat_prediction
عالأَخِير,3al2akhiir,2alakhiir,False,9,10,0-9,10-19,levanti_harakat_prediction
مُبَارَك,mbaarik,mubaarak,False,8,7,0-9,0-9,levanti_harakat_prediction
اِنْقَهَر,2inqahar,2inqahar,True,9,8,0-9,0-9,levanti_harakat_prediction
اِتْدَّوَّش,2iddawwash,2iddawwash,True,11,10,10-19,10-19,levanti_harakat_prediction
مُوَّل,mawwil,muul,False,6,6,0-9,0-9,levanti_harakat_prediction
لِهْلب,lahlib,lahlab,False,6,6,0-9,0-9,levanti_harakat_prediction
اِجرَيْن,2ijriin,2ijreen,False,8,7,0-9,0-9,levanti_harakat_prediction
عُمْرَة,3umra,3umra,True,7,5,0-9,0-9,levanti_harakat_prediction
اِتْبَرَّج,2itbarraj,2itbarraj,True,10,9,10-19,0-9,levanti_harakat_prediction
يِتْشَارَع,yitshaara3,yitshaara3,True,10,10,10-19,10-19,levanti_harakat_prediction
لحُّوح,la7uu7,l7uu7,False,6,6,0-9,0-9,levanti_harakat_prediction
أَزْمِة مَالِيِّة,2azme maaliyye,2azme maaliyye,True,17,14,10-19,10-19,levanti_harakat_prediction
قَهْوَجِي,qahwaji,qahwadji,False,9,7,0-9,0-9,levanti_harakat_prediction
مَكُوبَِج,mkoobij,mkoobij,True,9,7,0-9,0-9,levanti_harakat_prediction
بَدَل,badal,baddil,False,5,5,0-9,0-9,levanti_harakat_prediction
مْشَلَّح,mshalla7,mshalla7,True,8,8,0-9,0-9,levanti_harakat_prediction
يْعَقِّد,yi3qid,y3aqqid,False,8,6,0-9,0-9,levanti_harakat_prediction
يِنْضَغِط,yindaghit,yindighit,False,9,9,0-9,0-9,levanti_harakat_prediction
أَهْلا وْسَهْلا,2ahlan wa sahlan,2ahl 2iswaal,False,15,16,10-19,10-19,levanti_harakat_prediction
طَفْرَان,tafraan,tafraan,True,8,7,0-9,0-9,levanti_harakat_prediction
بَعِر,ba3ir,ba33ir,False,5,5,0-9,0-9,levanti_harakat_prediction
ضَيِّق,dayyiqdayyi2,dayyiqdayyyyi2,False,6,12,0-9,10-19,levanti_harakat_prediction
مِسَّلِّي,musalli,masalli,False,9,7,0-9,0-9,levanti_harakat_prediction
كَحْيَان,ka7yaan,ka7yaan,True,8,7,0-9,0-9,levanti_harakat_prediction
دِينَار,diinaar,diinaar,True,7,7,0-9,0-9,levanti_harakat_prediction
كلِم,kallim,kallam,False,4,6,0-9,0-9,levanti_harakat_prediction
اِيْدُه والْكَفّ,2iido wil 2ilkaff,2iido 2ilkoof,False,16,17,10-19,10-19,levanti_harakat_prediction
شَيْطَان,shiitaan,shaytaan,False,8,8,0-9,0-9,levanti_harakat_prediction
حَفَِر,7ufar,7affir,False,6,5,0-9,0-9,levanti_harakat_prediction
عِرِف,3irif,3arrif,False,5,5,0-9,0-9,levanti_harakat_prediction
اللي مَالُه حَظّ لَايِتْعَب وَلَا يِشْقَى,2illi maalo 7az laa yit3ab wala yishqa,2illi maa 2illa biqqqa 3alla wa duusha7a biilla ta,False,41,38,40-49,30-39,levanti_harakat_prediction
يِصْعَب,yis3ab,ysa33ib,False,7,6,0-9,0-9,levanti_harakat_prediction
اِفْطَار,2iftaar,2iftaar,True,8,7,0-9,0-9,levanti_harakat_prediction
اِنْفَلَق,2infalaq,2infiliq,False,9,8,0-9,0-9,levanti_harakat_prediction
مْسَلَّغ,masligh,msalligh,False,8,7,0-9,0-9,levanti_harakat_prediction
اِحْتَقَن,2i7taqan,2i7taqan,True,9,8,0-9,0-9,levanti_harakat_prediction
وَزَم,wazzam,wazzim,False,5,6,0-9,0-9,levanti_harakat_prediction
ارْشِي,2irshi,2irshi,True,6,6,0-9,0-9,levanti_harakat_prediction
اِنْحَسَد,2in7asad,2in7asad,True,9,8,0-9,0-9,levanti_harakat_prediction
تَرْخِيص,tarkhiis,tarkhiis,True,8,8,0-9,0-9,levanti_harakat_prediction
صِبْيَان,sibyaan,sbeena,False,8,7,0-9,0-9,levanti_harakat_prediction
زَنْبِيل,zambiil,zanbiil,False,8,7,0-9,0-9,levanti_harakat_prediction
هَجِين,hajiin,hajiin,True,6,6,0-9,0-9,levanti_harakat_prediction
اِتْعَهَّد,2it3ahhad,2it3ahhad,True,10,9,10-19,0-9,levanti_harakat_prediction
مِغِيب,mughayyib,maghyib,False,6,9,0-9,0-9,levanti_harakat_prediction
يِسْقِف,ysaqqif,yisqif,False,7,7,0-9,0-9,levanti_harakat_prediction
بَلْطَلُون,baltaloon,baltuun,False,10,9,10-19,0-9,levanti_harakat_prediction
تْكَشَّح,tkashsha7,tkashsha7,True,8,9,0-9,0-9,levanti_harakat_prediction
مَجْرَى الْمَيّ,majra 2ilmayy,majra 2ilmayy,True,15,13,10-19,10-19,levanti_harakat_prediction
مُسْتَجَاب,mustajaab,mustajaab,True,10,9,10-19,0-9,levanti_harakat_prediction
يْهَفْهِف,yhafhif,yhafhif,True,9,7,0-9,0-9,levanti_harakat_prediction
اِتْمَرْقِط,2itmarqat,2itmarqat,True,11,9,10-19,0-9,levanti_harakat_prediction
بِيْوَاسِي بْحَالُه,biwaasi b7aalo,byiwaasi bi7alo,False,19,14,10-19,10-19,levanti_harakat_prediction
مْجَاوِر,mjaawir,mjaawir,True,8,7,0-9,0-9,levanti_harakat_prediction
كلّ,kall,kill,False,3,4,0-9,0-9,levanti_harakat_prediction
فَشَّار,fashshaar,fashshaar,True,7,9,0-9,0-9,levanti_harakat_prediction
شُو جَاب الغُرَاب لَإِمُّه,shuu jaab 2ilghuraab lammo,shuu jaab 2ilghurab maalo,False,26,26,20-29,20-29,levanti_harakat_prediction
يِرْتكِن,yirtikin,yirtikin,True,8,8,0-9,0-9,levanti_harakat_prediction
زَايِغ,zaayigh,zaayigh,True,6,7,0-9,0-9,levanti_harakat_prediction
فقّش,faqash,faqqash,False,4,6,0-9,0-9,levanti_harakat_prediction
كَعْكُوْز,ka3kuuz,ka3kuuz,True,9,7,0-9,0-9,levanti_harakat_prediction
عَصِم,3assam,3assim,False,5,6,0-9,0-9,levanti_harakat_prediction
يِلْحَق,yil7aq,yil7aq,True,7,6,0-9,0-9,levanti_harakat_prediction
أَعْدَم,2a3dam,2a3dam,True,7,6,0-9,0-9,levanti_harakat_prediction
عَاب,3aab,3aab,True,4,4,0-9,0-9,levanti_harakat_prediction
مْضَايِق,mdaayiq,mdaayiq,True,8,7,0-9,0-9,levanti_harakat_prediction
انْمَغَج,2inmighidj,2inmighidj,True,8,10,0-9,10-19,levanti_harakat_prediction
زَرْقُن,zargin,zargan,False,7,6,0-9,0-9,levanti_harakat_prediction
رَطْرَط,ratrat,ratrat,True,7,6,0-9,0-9,levanti_harakat_prediction
كُتُب,katab,kattib,False,5,5,0-9,0-9,levanti_harakat_prediction
كِمِد,tshammad,kamad,False,5,8,0-9,0-9,levanti_harakat_prediction
زَيْبَار,ziibaar,zeebaar,False,8,7,0-9,0-9,levanti_harakat_prediction
فَال الله ولَا فَالَك,faal 2alla wala faalak,faalla 2ila kalaw,False,21,22,20-29,20-29,levanti_harakat_prediction
نَاقِش,naaqash,naaqish,False,6,7,0-9,0-9,levanti_harakat_prediction
يِتْنَمْرَد,yitnamrad,yitnamrad,True,11,9,10-19,0-9,levanti_harakat_prediction
كَاسِة,kaase,kaase,True,6,5,0-9,0-9,levanti_harakat_prediction
تحَالَى,t7aalaa,t7aala,False,7,7,0-9,0-9,levanti_harakat_prediction
اِسْتَجوَز,2istajwiz,2istajwiz,True,10,9,10-19,0-9,levanti_harakat_prediction
شَرْشُوح,sharshuu7,sharshuu7,True,8,9,0-9,0-9,levanti_harakat_prediction
كَبَّاس,kabbaas,kabbaas,True,7,7,0-9,0-9,levanti_harakat_prediction
يِنْزوِي,yinziwi,yinziwi,True,8,7,0-9,0-9,levanti_harakat_prediction
الخَيْر عَالخَيْر,2ilkheer 3alkheer,2ilkheer 3aleer,False,17,17,10-19,10-19,levanti_harakat_prediction
بَدَاعَة,baddaa3a,badaa3a,False,8,8,0-9,0-9,levanti_harakat_prediction
حَالِي,7aali,7aali,True,6,5,0-9,0-9,levanti_harakat_prediction
يِنْبض,yunbud,yinbud,False,6,6,0-9,0-9,levanti_harakat_prediction
هَيْبِة,heebe,hiibe,False,7,5,0-9,0-9,levanti_harakat_prediction
اِشْهَق,2ishhaq,2ishhaq,True,7,7,0-9,0-9,levanti_harakat_prediction
مَثَل,masal,massal,False,5,5,0-9,0-9,levanti_harakat_prediction
دَرَابِيل,darabiil,daraabiil,False,9,8,0-9,0-9,levanti_harakat_prediction
مَسْلُوْق,msalwi2,masluuq,False,9,7,0-9,0-9,levanti_harakat_prediction
الْيَوْم,2ilyoom,2ilyoom,True,8,7,0-9,0-9,levanti_harakat_prediction
يِتْعَس,yit3as,yit3as,True,7,6,0-9,0-9,levanti_harakat_prediction
يْؤَيِّد,y2ayyid,y2ayyid,True,8,7,0-9,0-9,levanti_harakat_prediction
شَللِيِّة,shilaliyye,shalliyye,False,9,10,0-9,10-19,levanti_harakat_prediction
يَدَّيْن,ydiin,ydayyin,False,8,5,0-9,0-9,levanti_harakat_prediction
تْعَطَّر,t3attar,t3attar,True,8,7,0-9,0-9,levanti_harakat_prediction
اِنْقَرَض,2inqirid,2inqarad,False,9,8,0-9,0-9,levanti_harakat_prediction
كلّ,kull,kill,False,3,4,0-9,0-9,levanti_harakat_prediction
جِيب,jiib,jayyab,False,4,4,0-9,0-9,levanti_harakat_prediction
تَبْنِي,tabanni,tabni,False,7,7,0-9,0-9,levanti_harakat_prediction
يِلْهَج,yilhaj,yilhadj,False,7,6,0-9,0-9,levanti_harakat_prediction
طَافُور,taafuur,taafuur,True,7,7,0-9,0-9,levanti_harakat_prediction
إِوْلَاد,2iwlaad,2iwlaad,True,8,7,0-9,0-9,levanti_harakat_prediction
أَعْضَاء,2a3daa2,2a3daa2,True,8,7,0-9,0-9,levanti_harakat_prediction
مَنَّمْنُم,mnamnim,mnamman,False,10,7,10-19,0-9,levanti_harakat_prediction
كعى,ka3a,ka33a,False,3,4,0-9,0-9,levanti_harakat_prediction
اِسْتَضْعَف,2istad3af,2istad3if,False,11,9,10-19,0-9,levanti_harakat_prediction
يِسْفَح,yisfa7,yisfa7,True,7,6,0-9,0-9,levanti_harakat_prediction
اِنْبَطَح,2inbata7,2inbata7,True,9,8,0-9,0-9,levanti_harakat_prediction
ذَمّ,zamm,zimm,False,4,4,0-9,0-9,levanti_harakat_prediction
حَيِّي,7iyi,7ayyi,False,6,4,0-9,0-9,levanti_harakat_prediction
فَتَح بْرَاسُه شَارِع,fata7 braaso shaari3,fata7ib raasha3o,False,21,20,20-29,20-29,levanti_harakat_prediction
شُحَّاذ و مْشَرِّط,sha77aad wimsharrit,sha77aad wimshur turash,False,18,19,10-19,10-19,levanti_harakat_prediction
خُبِز وْمِلِح,khubz wumili7,khubiz wilmi7,False,13,13,10-19,10-19,levanti_harakat_prediction
قَامَت الغَثْبَرَة,qaamat 2ilghathbara,qaamit 2ilghabara,False,18,19,10-19,10-19,levanti_harakat_prediction
يِخْتَار,yikhtaar,yikhtaar,True,8,8,0-9,0-9,levanti_harakat_prediction
شَوْفِة,shoofe,shoofe,True,7,6,0-9,0-9,levanti_harakat_prediction
يِلْعَن,yla33in,yil3an,False,7,7,0-9,0-9,levanti_harakat_prediction
موْقِّن,muuqin,mwaqqin,False,7,6,0-9,0-9,levanti_harakat_prediction
تْبَخِّن,tbakhkhan,tbakhkhan,True,8,9,0-9,0-9,levanti_harakat_prediction
هِنْدِي,hindi,handi,False,7,5,0-9,0-9,levanti_harakat_prediction
كِشِش,kashshish,kashshish,True,5,9,0-9,0-9,levanti_harakat_prediction
مَقْصُوْد,maqsuud,maqsuud,True,9,7,0-9,0-9,levanti_harakat_prediction
سَفْرجِي,sufraji,safarji,False,8,7,0-9,0-9,levanti_harakat_prediction
قُوقِز,kookaz,qooqiz,False,6,6,0-9,0-9,levanti_harakat_prediction
إِجْبِد,2ijbid,2ijbid,True,7,6,0-9,0-9,levanti_harakat_prediction
كُرّ,kurr,kurr,True,4,4,0-9,0-9,levanti_harakat_prediction
يَقْلِز,yi2luz,yqalliz,False,7,6,0-9,0-9,levanti_harakat_prediction
كْتِيب,kutayyib,ktiib,False,6,8,0-9,0-9,levanti_harakat_prediction
طَلْطَل,taltal,taltil,False,7,6,0-9,0-9,levanti_harakat_prediction
